,0
216,"Toor Dal,Jaggery,Phenyles & Acids,Avalakki / Poha,Whole Spices,Other Dals,Whole Spices,Moong Dal,Sunflower Oils,Besan,Whole Spices,Sooji & Rava,Health Drinks,Raw Peanuts,Cashews"
217,"Root Vegetables,Other Vegetables,Organic F&V,Instant Pastas,Root Vegetables,Instant Noodles,Whole Spices,Chinese Noodles,Brinjals,Banana"
218,"Beans,Moong Dal,Urad Dal,Brinjals,Beans,Root Vegetables,Boiled Rice,Banana,Other Dals,Other Vegetables,Organic Masalas & Spices,Gourd & Cucumber,Other Vegetables,Other Dals"
219,"Other Vegetables,Toor Dal,Eggs,Sunflower Oils,Brinjals,Raw Rice"
220,"Boiled Rice,Urad Dal,Moong Dal,Bread,Raw Rice,Toor Dal,Toothpaste"
221,"Bread,Sunflower Oils,Whole Spices,Banana,Honey,Glucose, Marie & Milk Biscuits"
222,"Cakes,Beans,Moong Dal,Banana,Raw Peanuts,Exotic Vegetables,Buns & Pavs"
223,"Brinjals,Sugar,Cream Biscuits,Cream Biscuits,Raisins,Root Vegetables,Moong Dal,Other Vegetables,Beans,Other Vegetables"
224,"Raw Rice,Urad Dal,Jaggery,Whole Spices,Health Drinks,Liquid Soaps & Bars,Sunflower Oils,Toor Dal,Maida,Whole Spices,Moong Dal,Whole Spices"
225,"Urad Dal,Avalakki / Poha,Whole Spices,Raw Peanuts,Other Rice Products,Moong Dal,Sooji & Rava,Sooji & Rava,Whole Spices"
226,"Other Dals,Sunflower Oils,Gourd & Cucumber,Beans,Avalakki / Poha,Cooking Paste,Raw Peanuts"
227,"Brinjals,Regular Pasta,Whole Spices,Root Vegetables,Other Vegetables,Sunflower Oils,Sooji & Rava"
228,"Root Vegetables,Beans,Exotic Vegetables,Health Drinks,Other Vegetables,Exotic Vegetables,Exotic Vegetables,Toor Dal,Sugar"
229,"Other Dals,Sooji & Rava,Other Dals,Sugar,Namkeen,Namkeen,Urad Dal,Namkeen,Toor Dal,Cooking Sauce,Whole Spices,Other Dals,Chinese Noodles"
230,"Brinjals,Other Vegetables,Beans,Brinjals,Other Vegetables,Banana"
231,"Cooking Paste,Namkeen,Other Rice Products,Moong Dal,Whole Spices,Other Rice Products,Other Vegetables,Whole Grains,Whole Spices,Other Dals,Sugar,Raw Rice,Sooji & Rava,Banana"
232,"Toor Dal,Other Dals,Other Rice Products,Agarbatti,Whole Spices,Sooji & Rava,Other Dals,Organic Flours,Whole Spices,Whole Spices"
233,"Sugar,Raw Peanuts,Other Dals,Moong Dal,Powdered Spices,Whole Spices,Whole Spices"
234,"Other Dals,Whole Spices,Other Dals,Brinjals,Root Vegetables,Other Dals"
235,"Other Vegetables,Other Dals,Banana,Root Vegetables,Sooji & Rava,Gourd & Cucumber,Raisins,Other Vegetables,Sugar,Raw Rice"
236,"Whole Spices,Toor Dal,Whole Spices,Raw Rice,Moong Dal,Sugar,Sooji & Rava,Jaggery,Raisins,Ground Coffee"
237,"Whole Spices,Moong Dal,Cashews,Other Dals,Beans,Bread,Whole Spices"
238,"Boiled Rice,Sugar,Whole Spices,Cooking Paste,Urad Dal,Other Vegetables,Liquid Soaps & Bars,Other Dals,Beans"
239,"Exotic Vegetables,Sooji & Rava,Cooking Paste,Liquid Soaps & Bars,Other Vegetables,Root Vegetables,Namkeen,Other Dals"
240,"Sooji & Rava,Raisins,Toothpaste,Other Dry Fruits,Other Rice Products,Whole Spices,Almonds,Maida,Raisins,Other Dry Fruits,Sunflower Oils,Shaving Cream, Foam & Gels"
241,"Sugar Cubes,Other Vegetables,Gourd & Cucumber,Maida,Other Vegetables,Namkeen,Beans,Namkeen,Moong Dal,Brinjals,Gourd & Cucumber,Mango Juices,Moong Dal"
242,"Almonds,Toothpaste,Other Oils,Raw Rice,Other Dry Fruits,Brinjals,Gourd & Cucumber,Root Vegetables,Sugar"
243,"Exotic Vegetables,Root Vegetables,Beans,Vermicelli,Boiled Rice,Sooji & Rava,Root Vegetables,Whole Spices,Whole Spices,Other Vegetables"
244,"Moong Dal,Other Dals,Whole Spices,Other Dals,Besan,Other Dals,Salty Biscuits,Other Dals,Whole Spices,Other Dals"
245,"Other Vegetables,Health Drinks,Raw Rice,Boiled Rice,Root Vegetables,Root Vegetables"
246,"Besan,Toor Dal,Other Vegetables,Avalakki / Poha,Other Vegetables,Gourd & Cucumber,Root Vegetables"
247,"Other Dals,Sooji & Rava,Urad Dal,Other Dals,Toor Dal,Cashews,Urad Dal"
248,"Cream Biscuits,Namkeen,Namkeen,Raw Rice,Toor Dal,Namkeen,Snacky Nuts,Namkeen,Chips,Other Dals"
249,"Cashews,Brinjals,Other Dals,Ice Creams & Desserts,Cakes,Curd,Healthy Snacks"
250,"Other Dals,Sunflower Oils,Other Dals,Buns & Pavs,Toor Dal,Beans,Other Vegetables,Sugar,Root Vegetables,Ghee,Other Dals,Raw Rice,Urad Dal,Other Dals"
251,"Raisins,Moong Dal,Honey,Maida,Whole Spices,Whole Spices,Sugar,Urad Dal"
252,"Other Dals,Whole Spices,Moong Dal,Other Vegetables,Other Dals,Whole Spices,Beans,Other Dals"
253,"Gourd & Cucumber,Instant Noodles,Glucose, Marie & Milk Biscuits,Instant Noodles,Beans,Root Vegetables,Glucose, Marie & Milk Biscuits,Ground Coffee,Mosquito Repellent,Other Vegetables"
254,"Namkeen,Other Vegetables,Namkeen,Namkeen,Beans,Cream Biscuits,Root Vegetables"
255,"Urad Dal,Whole Spices,Bread,Ghee,Cream Biscuits,Other Dals,Moong Dal"
256,"Other Rice Products,Whole Spices,Whole Spices,Whole Spices,Other Dals,Urad Dal,Chilli & Soya Sauces,Whole Spices,Whole Spices,Whole Spices"
257,"Other Dals,Organic Rice & Rice Products,Whole Spices,Other Dals,Other Dals,Other Dals,Organic Masalas & Spices"
258,"Other Dals,Besan,Raw Rice,Toor Dal,Namkeen,Mustard Oils,Namkeen,Cream Biscuits"
259,"Maida,Basmati Rice,Other Dals,Namkeen,Namkeen,Other Dals"
260,"Other Vegetables,Gourd & Cucumber,Gourd & Cucumber,Beans,Brinjals,Raw Rice,Other Vegetables"
261,"Almonds,Raisins,Phenyles & Acids,Beans,Brinjals,Sugar,Other Vegetables,Besan,Sooji & Rava,Whole Spices,Cashews,Shaving Cream, Foam & Gels,Whole Spices"
262,"Toor Dal,Toor Dal,Whole Spices,Whole Spices,Other Vegetables,Root Vegetables"
263,"Whole Spices,Whole Spices,Other Dals,Whole Spices,Curd,Organic Rice & Rice Products,Toor Dal,Bread"
264,"Other Dals,Sunflower Oils,Raw Peanuts,Mosquito Repellent,Other Rice Products,Instant Noodles,Sugar,Moong Dal,Whole Spices,Whole Spices,Rice Flour,Whole Spices,Whole Spices,Salty Biscuits"
265,"Moong Dal,Other Dry Fruits,Sooji & Rava,Cashews,Raw Rice,Cooking Paste,Almonds,Raisins,Eggs,Other Dry Fruits"
266,"Moong Dal,Maida,Body Wash,Tomato Ketchup,Raw Rice,Cashews,Liquid Detergent,Ghee"
267,"Other Oils,Sugar,Agarbatti,Cream Biscuits,Namkeen,Raisins,Root Vegetables"
268,"Yogurt & Lassi,Maida,Other Vegetables,Banana,Snacky Nuts,Gourd & Cucumber"
269,"Other Vegetables,Other Vegetables,Toor Dal,Raw Peanuts,Other Dals,Other Dals,Root Vegetables"
270,"Gourd & Cucumber,Avalakki / Poha,Besan,Avalakki / Poha,Other Vegetables,Beans"
271,"Cooking Paste,Avalakki / Poha,Sooji & Rava,Whole Spices,Sugar,Cakes,Other Dry Fruits,Cooking Paste,Urad Dal,Other Dry Fruits,Raisins,Moong Dal"
272,"Organic F&V,Sooji & Rava,Urad Dal,Raw Peanuts,Banana,Other Dals,Root Vegetables,Whole Spices,Beans,Sunflower Oils,Sooji & Rava,Other Dals,Whole Spices,Avalakki / Poha,Toor Dal"
273,"Toor Dal,Whole Spices,Whole Spices,Avalakki / Poha,Namkeen,Other Vegetables,Other Vegetables,Namkeen,Shoe Polish,Other Dals"
274,"Urad Dal,Raw Rice,Raw Peanuts,Sunflower Oils,Other Dals,Liquid Soaps & Bars,Snacky Nuts"
275,"Cashews,Sooji & Rava,Namkeen,Whole Spices,Glucose, Marie & Milk Biscuits,Other Dals,Sunflower Oils,Other Dals,Sooji & Rava,Raisins,Raw Peanuts,Whole Spices,Other Dals,Other Dals,Rice Flour,Other Dals,Moong Dal,Health Drinks"
276,"Toothpaste,Health Drinks,Brinjals,Brinjals,Other Vegetables,Glucose, Marie & Milk Biscuits,Toor Dal,Root Vegetables,Root Vegetables,Beans"
277,"Agarbatti,Sugar,Other Vegetables,Whole Spices,Besan,Toothpaste,Boiled Rice,Toilet Cleaners,Basmati Rice"
278,"Raw Rice,Rice Flour,Raw Peanuts,Whole Spices,Sunflower Oils,Sunflower Oils,Whole Spices"
279,"Avalakki / Poha,Maida,Other Flours,Vermicelli,Almonds,Other Dals,Urad Dal,Sooji & Rava,Other Dals,Ground Coffee,Other Dals,Cashews,Raw Peanuts,Raisins,Other Dals"
280,"Raisins,Moong Dal,Toor Dal,Sooji & Rava,Sooji & Rava,Sugar,Jaggery,Whole Spices"
281,"Banana,Other Dals,Organic F&V,Organic F&V,Organic F&V,Other Dals,Organic F&V,Other Vegetables,Beans,Cooking Sauce"
282,"Whole Spices,Gourd & Cucumber,Urad Dal,Other Vegetables,Toor Dal,Brinjals,Other Dals,Whole Spices,Root Vegetables"
283,"Moong Dal,Sugar Cubes,Chilli & Soya Sauces,Sugar,Chilli & Soya Sauces,Oats,Whole Spices,Other Dals"
284,"Whole Spices,Other Dals,Whole Spices,Other Dals,Other Vegetables,Whole Spices,Other Vegetables,Banana,Sugar,Whole Spices,Whole Spices,Raw Rice,Toor Dal,Brinjals,Other Dals,Whole Spices,Whole Spices"
285,"Other Rice Products,Sooji & Rava,Liquid Soaps & Bars,Raw Peanuts,Whole Spices,Whole Spices,Toor Dal,Sooji & Rava"
286,"Other Vegetables,Exotic Vegetables,Aluminium Foil & Cling Wrap,Bread,Other Dry Fruits,Other Dry Fruits,Bread,Other Vegetables,Cashews,Organic F&V,Raisins,Organic F&V"
287,"Exotic Vegetables,Other Flours,Yogurt & Lassi,Organic Flours,Organic F&V,Organic F&V,Organic F&V,Yogurt & Lassi,Instant Pastas,Banana"
288,"Namkeen,Other Flours,Other Rice Products,Beans,Avalakki / Poha,Root Vegetables"
289,"Other Dals,Moong Dal,Other Vegetables,Other Dals,Toor Dal,Root Vegetables,Other Dals,Raw Rice"
290,"Brinjals,Other Vegetables,Sooji & Rava,Sugar,Root Vegetables,Avalakki / Poha,Root Vegetables"
291,"Other Dals,Raw Rice,Rice Flour,Boiled Rice,Avalakki / Poha,Gourd & Cucumber,Other Dals,Root Vegetables"
292,"Beans,Other Vegetables,Other Dals,Root Vegetables,Other Dals,Other Vegetables,Urad Dal"
293,"Other Dals,Regular Pasta,Brinjals,Moong Dal,Sugar,Toor Dal,Whole Spices"
294,"Other Vegetables,Besan,Root Vegetables,Beans,Other Dals,Sooji & Rava,Other Dals,Maida"
295,"Other Vegetables,Moong Dal,Urad Dal,Sugar,Root Vegetables,Toor Dal"
296,"Other Dals,Brinjals,Other Vegetables,Root Vegetables,Beans,Moong Dal,Raw Rice"
297,"Snacky Nuts,Soya Products,Sugar,Toor Dal,Raisins,Root Vegetables,Cream Biscuits,Other Dals,Other Vegetables,Sugar Cubes,Raisins,Banana,Root Vegetables,Beans"
298,"Bread,Banana,Beans,Mango Juices,Raw Peanuts,Beans,Sooji & Rava"
299,"Moong Dal,Other Dals,Toor Dal,Root Vegetables,Vermicelli,Agarbatti,Beans,Other Dals,Avalakki / Poha,Organic Masalas & Spices,Sugar,Brinjals,Organic F&V"
300,"Other Rice Products,Banana,Cream Biscuits,Toor Dal,Urad Dal,Moong Dal,Corn Snacks"
301,"Whole Spices,Namkeen,Namkeen,Moong Dal,Other Rice Products,Other Dals,Jaggery,Sooji & Rava"
302,"Sunflower Oils,Beans,Sooji & Rava,Beans,Other Vegetables,Ground Coffee,Sugar,Moong Dal,Gourd & Cucumber,Brinjals,Root Vegetables,Beans"
303,"Whole Spices,Whole Spices,Cooking Paste,Cream Biscuits,Other Dals,Whole Spices,Raw Peanuts,Sugar,Sooji & Rava,Whole Spices"
304,"Root Vegetables,Healthy & Digestive Biscuits,Soya Products,Gourd & Cucumber,Other Vegetables,Other Vegetables,Almonds"
305,"Powdered Spices,Whole Spices,Organic F&V,Avalakki / Poha,Other Dals,Organic F&V,Other Flours,Liquid Soaps & Bars,Namkeen,Organic F&V,Eggs,Moong Dal,Root Vegetables,Whole Spices,Organic Flours,Namkeen,Namkeen"
306,"Whole Spices,Besan,Whole Spices,Whole Spices,Sugar,Other Dals,Moong Dal,Raw Rice,Sunflower Oils,Raw Rice,Sooji & Rava,Urad Dal,Whole Spices,Whole Spices"
307,"Whole Spices,Other Dals,Urad Dal,Sooji & Rava,Whole Spices,Besan,Toor Dal,Whole Spices,Cooking Paste,Almonds,Curd,Maida"
308,"Moong Dal,Whole Spices,Raisins,Other Dals,Cashews,Raw Rice,Moong Dal,Sugar,Other Dals"
309,"Whole Spices,Urad Dal,Other Rice Products,Toor Dal,Beans,Banana,Maida"
310,"Whole Spices,Gourd & Cucumber,Beans,Maida,Other Dals,Moong Dal,Glucose, Marie & Milk Biscuits"
311,"Urad Dal,Health Drinks,Moong Dal,Whole Spices,Boiled Rice,Whole Spices"
312,"Honey,Whole Spices,Other Dals,Other Oils,Soya Products,Glucose, Marie & Milk Biscuits,Whole Spices"
313,"Other Dry Fruits,Whole Spices,Almonds,Root Vegetables,Root Vegetables,Raw Peanuts"
314,"Root Vegetables,Raw Rice,Other Vegetables,Maida,Banana,Other Vegetables,Other Dals,Cooking Paste,Sugar"
315,"Moong Dal,Other Dals,Other Dals,Other Dals,Chilli & Soya Sauces,Moong Dal,Root Vegetables,Chilli & Soya Sauces"
316,"Moong Dal,Raw Rice,Other Dals,Whole Spices,Whole Spices,Raw Peanuts,Raisins,Besan,Toothpaste"
317,"Whole Spices,Jaggery,Cashews,Rice Flour,Other Dals,Boiled Rice,Whole Spices,Toor Dal,Toor Dal,Ground Coffee,Sugar"
318,"Other Vegetables,Cashews,Gourd & Cucumber,Brinjals,Avalakki / Poha,Basmati Rice,Cooking Paste"
319,"Vermicelli,Cashews,Organic Dals & Pulses,Maida,Organic F&V,Bread,Liquid Detergent,Ice Creams & Desserts"
320,"Jaggery,Root Vegetables,Sunflower Oils,Raisins,Whole Spices,Ghee,Whole Spices,Whole Spices,Whole Spices,Cashews,Beans,Whole Spices"
321,"Other Vegetables,Gourd & Cucumber,Beans,Other Vegetables,Beans,Brinjals,Root Vegetables"
322,"Curd,Shaving Cream, Foam & Gels,Avalakki / Poha,Curd,Beans,Other Vegetables,Root Vegetables,Shaving Blade & Razors"
323,"Toor Dal,Namkeen,Whole Spices,Urad Dal,Other Dals,Raisins,Maida"
324,"Gourd & Cucumber,Other Dals,Moong Dal,Other Dals,Toor Dal,Moong Dal,Whole Spices,Other Dals"
325,"Glucose, Marie & Milk Biscuits,Namkeen,Bread,Sooji & Rava,Namkeen,Other Vegetables,Ghee"
326,"Whole Spices,Almonds,Raisins,Cashews,Whole Spices,Cream Biscuits,Ghee"
327,"Beans,Namkeen,Cream Biscuits,Exotic Vegetables,Namkeen,Snacky Nuts,Namkeen,Namkeen,Brinjals"
328,"Maida,Bread,Organic F&V,Eggs,Banana,Organic F&V,Organic F&V"
329,"Raw Peanuts,Sooji & Rava,Root Vegetables,Other Dals,Beans,Other Dals,Bread,Salty Biscuits,Gourd & Cucumber,Glucose, Marie & Milk Biscuits"
330,"Other Vegetables,Boiled Rice,Root Vegetables,Toor Dal,Brinjals,Raw Rice,Banana"
331,"Other Vegetables,Toothpaste,Brinjals,Sunflower Oils,Root Vegetables,Beans"
332,"Raw Rice,Urad Dal,Moong Dal,Urad Dal,Whole Spices,Toor Dal,Raw Peanuts,Other Dals,Other Dals,Avalakki / Poha"
333,"Other Vegetables,Gourd & Cucumber,Brinjals,Brinjals,Gourd & Cucumber,Namkeen"
334,"Other Vegetables,Root Vegetables,Cookies,Brinjals,Other Vegetables,Other Dals,Gourd & Cucumber"
335,"Root Vegetables,Whole Spices,Raw Peanuts,Whole Spices,Organic F&V,Banana"
336,"Other Dals,Gourd & Cucumber,Other Dals,Namkeen,Namkeen,Namkeen"
337,"Rice Flour,Raw Rice,Moong Dal,Sugar,Sooji & Rava,Whole Spices,Maida,Gourd & Cucumber,Other Vegetables,Sooji & Rava,Ghee,Other Dals,Whole Spices,Root Vegetables,Raw Peanuts,Other Dals,Jaggery,Urad Dal,Beans,Other Dry Fruits"
338,"Beans,Other Dals,Bread,Gourd & Cucumber,Banana,Root Vegetables,Beans"
339,"Beans,Sooji & Rava,Whole Spices,Other Dals,Chilli & Soya Sauces,Cooking Paste,Avalakki / Poha,Other Rice Products,Toor Dal,Besan,Raw Rice,Instant Noodles,Whole Spices,Boiled Rice"
340,"Sugar,Whole Spices,Whole Spices,Raw Rice,Sugar,Toor Dal,Health Drinks,Raw Peanuts,Banana"
341,"Organic Masalas & Spices,Organic Masalas & Spices,Root Vegetables,Sooji & Rava,Other Dals,Beans,Organic F&V"
342,"Organic F&V,Root Vegetables,Other Rice Products,Soya Products,Whole Spices,Organic Salt,Sugar & Jaggery,Raw Peanuts,Cashews,Other Vegetables,Gourd & Cucumber,Toor Dal,Other Dals,Ghee"
343,"Sugar,Banana,Other Dals,Other Dals,Root Vegetables,Face Wash,Almonds,Cooking Paste,Other Dals,Exotic Vegetables,Toor Dal,Cashews"
344,"Other Vegetables,Cakes,Cakes,Root Vegetables,Cream Biscuits,Beans,Root Vegetables"
345,"Yogurt & Lassi,Toor Dal,Other Dals,Other Dry Fruits,Brinjals,Almonds,Curd"
346,"Beans,Other Vegetables,Raisins,Bread,Root Vegetables,Whole Spices,Raisins"
347,"Almonds,Avalakki / Poha,Sugar,Toor Dal,Moong Dal,Whole Spices,Urad Dal,Cooking Sauce,Other Rice Products,Jaggery,Other Dry Fruits,Cream Biscuits"
348,"Moong Dal,Namkeen,Toor Dal,Namkeen,Organic Rice & Rice Products,Yogurt & Lassi,Corn Snacks"
349,"Moong Dal,Beans,Root Vegetables,Organic Salt,Sugar & Jaggery,Organic Dals & Pulses,Organic Rice & Rice Products,Boiled Rice,Organic Dals & Pulses"
350,"Beans,Root Vegetables,Brinjals,Urad Dal,Toor Dal,Gourd & Cucumber,Boiled Rice"
351,"Other Dals,Other Dals,Other Rice Products,Raw Rice,Moong Dal,Vermicelli,Other Dals,Other Dals"
352,"Boiled Rice,Toor Dal,Liquid Soaps & Bars,Whole Spices,Whole Spices,Liquid Soaps & Bars"
353,"Sooji & Rava,Bread,Whole Grains,Whole Spices,Other Dry Fruits,Cream Biscuits,Sunflower Oils,Cream Biscuits,Ice Creams & Desserts,Whole Spices"
354,"Sooji & Rava,Moong Dal,Urad Dal,Sugar,Other Rice Products,Whole Spices,Whole Spices,Raw Rice,Whole Spices"
355,"Beans,Root Vegetables,Urad Dal,Gourd & Cucumber,Toor Dal,Ground Coffee,Buns & Pavs,Besan"
356,"Organic F&V,Organic F&V,Organic Masalas & Spices,Organic Masalas & Spices,Organic Rice & Rice Products,Organic Dals & Pulses,Exotic Vegetables,Organic Dals & Pulses"
357,"Sugar,Avalakki / Poha,Whole Spices,Moong Dal,Whole Spices,Cream Biscuits,Whole Spices,Rice Flour,Jaggery,Other Rice Products,Sooji & Rava,Other Dals,Sunflower Oils,Whole Spices,Other Dals,Other Dals,Maida,Besan,Toor Dal,Whole Spices,Other Dals"
358,"Other Vegetables,Toor Dal,Banana,Yogurt & Lassi,Root Vegetables,Raw Rice,Yogurt & Lassi"
359,"Sugar,Cookies,Brinjals,Cream Biscuits,Gourd & Cucumber,Beans,Banana,Toor Dal"
360,"Root Vegetables,Beans,Instant Noodles,Sugar,Cooking Paste,Root Vegetables,Maida,Brinjals,Other Rice Products,Other Vegetables,Jaggery"
361,"Honey,Root Vegetables,Banana,Beans,Other Dals,Cakes,Moong Dal"
362,"Whole Spices,Boiled Rice,Whole Spices,Whole Spices,Sooji & Rava,Rice Flour,Other Dals,Urad Dal,Raw Rice,Other Dals,Jaggery"
363,"Toor Dal,Moong Dal,Brinjals,Regular Pasta,Maida,Instant Noodles"
364,"Brinjals,Other Vegetables,Whole Spices,Sugar,Soya Products,Raw Rice,Sunflower Oils,Other Dals"
365,"Sugar,Gourd & Cucumber,Sunflower Oils,Whole Spices,Banana,Root Vegetables,Other Rice Products,Bread,Organic F&V,Organic Flours,Urad Dal"
366,"Other Vegetables,Namkeen,Brinjals,Namkeen,Root Vegetables,Gourd & Cucumber,Gourd & Cucumber"
367,"Root Vegetables,Raw Rice,Besan,Gourd & Cucumber,Whole Spices,Sooji & Rava,Sugar,Brinjals"
368,"Toor Dal,Whole Spices,Urad Dal,Other Dals,Whole Spices,Raw Peanuts,Moong Dal,Whole Spices,Sugar,Other Dals"
369,"Moong Dal,Banana,Raw Rice,Root Vegetables,Moong Dal,Toor Dal"
370,"Other Dals,Other Dals,Other Rice Products,Toor Dal,Other Dals,Urad Dal,Cooking Paste"
371,"Organic Salt,Sugar & Jaggery,Bread,Sunflower Oils,Namkeen,Other Dry Fruits,Organic F&V"
372,"Exotic Vegetables,Other Dals,Whole Spices,Whole Spices,Regular Pasta,Other Dals,Whole Spices,Soya Products"
373,"Sugar,Ghee,Gourd & Cucumber,Whole Spices,Whole Spices,Jaggery,Raw Rice,Moong Dal,Banana,Whole Spices"
374,"Urad Dal,Health Drinks,Whole Spices,Whole Spices,Boiled Rice,Sunflower Oils"
375,"Ghee,Brinjals,Sugar,Beans,Whole Spices,Raw Rice,Sunflower Oils"
376,"Namkeen,Namkeen,Namkeen,Whole Spices,Namkeen,Namkeen,Salty Biscuits"
377,"Beans,Chilli & Soya Sauces,Banana,Ready Mix,Ice Creams & Desserts,Toor Dal,Buns & Pavs,Honey,Whole Spices,Other Dals"
378,"Namkeen,Beans,Other Dals,Brinjals,Beans,Exotic Vegetables,Exotic Vegetables"
379,"Health Drinks,Sugar,Whole Spices,Sunflower Oils,Urad Dal,Jaggery,Moong Dal,Body Wash,Urad Dal,Other Rice Products"
380,"Whole Spices,Other Dals,Beans,Sooji & Rava,Other Vegetables,Avalakki / Poha,Vermicelli"
381,"Other Dals,Root Vegetables,Whole Spices,Other Dals,Root Vegetables,Banana,Moong Dal"
382,"Toor Dal,Cream Biscuits,Cashews,Almonds,Raw Rice,Moong Dal,Health Drinks,Jaggery,Liquid Soaps & Bars,Cashews,Whole Spices,Raisins"
383,"Ghee,Gourd & Cucumber,Whole Spices,Raisins,Raw Peanuts,Sooji & Rava,Phenyles & Acids,Beans,Sugar"
384,"Other Vegetables,Jaggery,Root Vegetables,Avalakki / Poha,Beans,Tomato Ketchup,Banana"
385,"Other Vegetables,Whole Spices,Sooji & Rava,Root Vegetables,Beans,Beans,Beans"
386,"Cookies,Besan,Other Dals,Sugar,Liquid Detergent,Sunflower Oils,Cashews"
387,"Soya Products,Moong Dal,Brinjals,Gourd & Cucumber,Brinjals,Gourd & Cucumber,Mosquito Repellent,Ghee,Root Vegetables"
388,"Other Vegetables,Beans,Whole Spices,Gourd & Cucumber,Root Vegetables,Toor Dal,Other Dals,Besan,Banana,Beans"
389,"Beans,Root Vegetables,Sugar,Urad Dal,Beans,Boiled Rice,Sunflower Oils,Root Vegetables,Other Vegetables,Instant Noodles,Toor Dal"
390,"Namkeen,Toor Dal,Raw Peanuts,Moong Dal,Moong Dal,Other Dals,Other Dals,Whole Spices,Namkeen,Other Vegetables,Other Vegetables,Other Dals,Root Vegetables"
391,"Brinjals,Other Vegetables,Root Vegetables,Exotic Vegetables,Beans,Gourd & Cucumber,Banana,Other Vegetables"
392,"Banana,Honey,Other Dals,Raw Rice,Other Dals,Namkeen,Moong Dal,Cream Biscuits,Sugar,Other Vegetables"
393,"Toor Dal,Banana,Root Vegetables,Liquid Soaps & Bars,Moong Dal,Toothpaste,Cashews,Health Drinks,Boiled Rice,Other Dals"
394,"Organic F&V,Banana,Organic Flours,Organic Dals & Pulses,Root Vegetables,Bread"
395,"Sugar,Other Vegetables,Sooji & Rava,Whole Spices,Raw Rice,Bread,Urad Dal,Maida,Toor Dal"
396,"Other Dals,Toor Dal,Gourd & Cucumber,Raisins,Other Vegetables,Other Dals"
397,"Other Dals,Sooji & Rava,Sooji & Rava,Raw Rice,Toor Dal,Avalakki / Poha,Other Rice Products,Sugar"
398,"Whole Spices,Yogurt & Lassi,Sooji & Rava,Toothpaste,Rice Flour,Curd,Whole Spices,Raw Peanuts,Moong Dal,Cashews,Toor Dal,Snacky Nuts,Whole Spices,Glucose, Marie & Milk Biscuits,Whole Spices"
399,"Root Vegetables,Toor Dal,Moong Dal,Other Vegetables,Exotic Vegetables,Other Vegetables,Other Dals,Root Vegetables"
400,"Boiled Rice,Other Rice Products,Urad Dal,Root Vegetables,Whole Spices,Banana"
401,"Toor Dal,Moong Dal,Maida,Vermicelli,Banana,Sooji & Rava,Root Vegetables"
402,"Other Rice Products,Other Dals,Other Dals,Sugar,Whole Spices,Urad Dal,Namkeen,Other Dals,Whole Spices,Namkeen,Other Dals"
403,"Other Dry Fruits,Urad Dal,Almonds,Whole Spices,Mosquito Repellent,Cashews,Root Vegetables"
404,"Brinjals,Gourd & Cucumber,Besan,Curd,Other Sweets,Other Vegetables,Beans,Root Vegetables,Other Vegetables"
405,"Maida,Gourd & Cucumber,Gourd & Cucumber,Brinjals,Beans,Exotic Vegetables,Root Vegetables"
406,"Raw Peanuts,Shaving Blade & Razors,Moong Dal,Toor Dal,Rice Flour,Other Rice Products,Whole Spices"
407,"Toor Dal,Besan,Whole Spices,Moong Dal,Raw Rice,Raw Rice,Whole Spices,Whole Spices"
408,"Other Dals,Other Vegetables,Other Dals,Other Dals,Banana,Eggs,Basmati Rice,Other Dry Fruits,Toor Dal"
409,"Other Dals,Buns & Pavs,Raw Peanuts,Sugar,Avalakki / Poha,Rice Flour,Sunflower Oils,Whole Spices,Cooking Paste,Other Dals,Jaggery,Whole Spices,Besan,Whole Spices"
410,"Whole Spices,Other Dals,Other Dry Fruits,Whole Spices,Besan,Whole Spices,Ghee"
411,"Other Dals,Namkeen,Maida,Powdered Spices,Namkeen,Sugar,Other Dals"
412,"Almonds,Whole Spices,Other Dry Fruits,Other Dals,Organic Flours,Organic Masalas & Spices,Sugar Cubes,Other Dals,Raisins"
413,"Other Dals,Raw Rice,Whole Spices,Urad Dal,Raw Peanuts,Avalakki / Poha,Sooji & Rava,Rice Flour,Toor Dal,Sunflower Oils"
414,"Sugar,Urad Dal,Whole Spices,Whole Spices,Toor Dal,Cashews,Whole Spices"
415,"Organic F&V,Whole Spices,Whole Spices,Other Dals,Raw Peanuts,Jaggery,Rice Flour,Ice Creams & Desserts,Cream Biscuits,Sooji & Rava"
416,"Sunflower Oils,Other Dals,Whole Spices,Sugar,Other Rice Products,Whole Spices,Other Vegetables,Toor Dal,Sooji & Rava,Brinjals,Other Vegetables,Urad Dal,Avalakki / Poha,Urad Dal,Health Drinks"
417,"Other Dals,Beans,Namkeen,Moong Dal,Toor Dal,Urad Dal,Namkeen,Moong Dal,Namkeen"
418,"Whole Spices,Sooji & Rava,Whole Spices,Whole Spices,Whole Spices,Bread"
419,"Urad Dal,Toor Dal,Sunflower Oils,Organic Salt,Sugar & Jaggery,Other Dals,Root Vegetables,Beans,Moong Dal,Raw Rice,Whole Spices,Moong Dal,Other Vegetables,Urad Dal,Root Vegetables,Other Dals,Other Dals,Other Dals,Other Dals"
420,"Cookies,Cream Biscuits,Cookies,Agarbatti,Cream Biscuits,Cookies,Hand Wash,Toothpaste"
