basket_id,basket_items,recommended_items,recommended_items_details
7518687,Moong Dal; Other Vegetables; Moong Dal; Ghee; Moong Dal; Brinjals; Sunflower Oils,Other Dals; Beans; Whole Spices; Toor Dal; Sugar; Root Vegetables; Urad Dal; Sooji & Rava; Gourd & Cucumber; Raw Rice,"Other Dals (Conf: 0.8208, Lift: 1.7883, Factor: 1); Beans (Conf: 0.7798, Lift: 1.7536, Factor: 1); Whole Spices (Conf: 0.7736, Lift: 1.8974, Factor: 1); Toor Dal (Conf: 0.7460, Lift: 1.9321, Factor: 1); Sugar (Conf: 0.6772, Lift: 1.9353, Factor: 1); Root Vegetables (Conf: 0.6753, Lift: 1.6580, Factor: 1); Urad Dal (Conf: 0.6202, Lift: 2.0954, Factor: 1); Sooji & Rava (Conf: 0.5722, Lift: 2.0094, Factor: 1); Gourd & Cucumber (Conf: 0.5283, Lift: 1.6760, Factor: 1); Raw Rice (Conf: 0.3903, Lift: 1.6685, Factor: 1)"
7525683,Organic F&V; Beans; Organic Dals & Pulses; Organic F&V; Organic F&V; Organic F&V; Organic F&V; Organic F&V; Organic F&V,Urad Dal; Sooji & Rava; Whole Spices; Toor Dal; Other Vegetables; Sugar; Moong Dal; Other Dals; Gourd & Cucumber; Raw Peanuts,"Urad Dal (Conf: 0.8020, Lift: 2.7098, Factor: 1); Sooji & Rava (Conf: 0.7545, Lift: 2.6496, Factor: 1); Whole Spices (Conf: 0.7532, Lift: 1.8473, Factor: 1); Toor Dal (Conf: 0.7364, Lift: 1.9070, Factor: 1); Other Vegetables (Conf: 0.6641, Lift: 1.4374, Factor: 1); Sugar (Conf: 0.6571, Lift: 1.8781, Factor: 1); Moong Dal (Conf: 0.6393, Lift: 1.8983, Factor: 1); Other Dals (Conf: 0.6250, Lift: 2.7819, Factor: 1); Gourd & Cucumber (Conf: 0.5817, Lift: 1.8454, Factor: 1); Raw Peanuts (Conf: 0.4828, Lift: 2.7234, Factor: 1)"
7526450,Organic F&V; Banana; Root Vegetables; Organic F&V; Organic F&V; Gourd & Cucumber,Urad Dal; Whole Spices; Toor Dal; Sooji & Rava; Sugar; Other Vegetables; Other Dals; Moong Dal; Brinjals; Beans,"Urad Dal (Conf: 0.7941, Lift: 2.6832, Factor: 1); Whole Spices (Conf: 0.7800, Lift: 1.9131, Factor: 1); Toor Dal (Conf: 0.7477, Lift: 1.9363, Factor: 1); Sooji & Rava (Conf: 0.7131, Lift: 2.5041, Factor: 1); Sugar (Conf: 0.6746, Lift: 1.9280, Factor: 1); Other Vegetables (Conf: 0.6667, Lift: 1.4429, Factor: 1); Other Dals (Conf: 0.6640, Lift: 1.4468, Factor: 1); Moong Dal (Conf: 0.6524, Lift: 1.9372, Factor: 1); Brinjals (Conf: 0.5778, Lift: 1.7702, Factor: 1); Beans (Conf: 0.5500, Lift: 1.8112, Factor: 1)"
7527581,Gourd & Cucumber; Other Rice Products; Other Vegetables; Brinjals; Brinjals; Gourd & Cucumber; Beans,Other Dals; Whole Spices; Toor Dal; Sugar; Moong Dal; Root Vegetables; Urad Dal; Sooji & Rava; Sunflower Oils; Raw Rice,"Other Dals (Conf: 0.8208, Lift: 1.7883, Factor: 1); Whole Spices (Conf: 0.7830, Lift: 1.9205, Factor: 1); Toor Dal (Conf: 0.7411, Lift: 1.9192, Factor: 1); Sugar (Conf: 0.6719, Lift: 1.9202, Factor: 1); Moong Dal (Conf: 0.6471, Lift: 1.9212, Factor: 1); Root Vegetables (Conf: 0.5901, Lift: 1.4488, Factor: 1); Urad Dal (Conf: 0.5706, Lift: 1.9280, Factor: 1); Sooji & Rava (Conf: 0.5412, Lift: 1.9003, Factor: 1); Sunflower Oils (Conf: 0.3569, Lift: 1.9098, Factor: 1); Raw Rice (Conf: 0.3363, Lift: 1.4378, Factor: 1)"
7531263,Brinjals; Other Dals; Whole Spices; Gourd & Cucumber; Root Vegetables; Other Vegetables; Gourd & Cucumber,Beans; Toor Dal; Moong Dal; Sugar; Sooji & Rava; Urad Dal; Raw Rice; Sunflower Oils; Banana; Avalakki / Poha,"Beans (Conf: 0.7477, Lift: 1.6815, Factor: 1); Toor Dal (Conf: 0.6452, Lift: 1.6709, Factor: 1); Moong Dal (Conf: 0.5668, Lift: 1.6829, Factor: 1); Sugar (Conf: 0.5471, Lift: 1.5635, Factor: 1); Sooji & Rava (Conf: 0.4704, Lift: 1.6518, Factor: 1); Urad Dal (Conf: 0.4402, Lift: 1.4873, Factor: 1); Raw Rice (Conf: 0.3793, Lift: 1.6216, Factor: 1); Sunflower Oils (Conf: 0.3128, Lift: 1.6739, Factor: 1); Banana (Conf: 0.3000, Lift: 1.3240, Factor: 1); Avalakki / Poha (Conf: 0.2744, Lift: 1.6002, Factor: 1)"
7533198,Root Vegetables; Corn Snacks; Cooking Paste; Other Vegetables; Beans; Gourd & Cucumber; Sugar; Brinjals; Namkeen; Honey,Other Dals; Whole Spices; Toor Dal; Moong Dal; Urad Dal; Sooji & Rava; Raw Rice; Sunflower Oils; Avalakki / Poha; Raw Peanuts,"Other Dals (Conf: 0.8247, Lift: 1.7970, Factor: 1); Whole Spices (Conf: 0.7287, Lift: 1.7873, Factor: 1); Toor Dal (Conf: 0.6900, Lift: 1.7869, Factor: 1); Moong Dal (Conf: 0.6090, Lift: 1.8081, Factor: 1); Urad Dal (Conf: 0.5297, Lift: 1.7898, Factor: 1); Sooji & Rava (Conf: 0.5084, Lift: 1.7853, Factor: 1); Raw Rice (Conf: 0.3629, Lift: 1.5513, Factor: 1); Sunflower Oils (Conf: 0.3382, Lift: 1.8093, Factor: 1); Avalakki / Poha (Conf: 0.3018, Lift: 1.7597, Factor: 1); Raw Peanuts (Conf: 0.2854, Lift: 1.6102, Factor: 1)"
7544462,Besan; Sooji & Rava; Whole Spices; Whole Spices; Bread; Organic Flours,Other Dals; Other Vegetables; Toor Dal; Beans; Sugar; Root Vegetables; Urad Dal; Moong Dal; Brinjals; Gourd & Cucumber,"Other Dals (Conf: 0.8025, Lift: 1.7485, Factor: 1); Other Vegetables (Conf: 0.7778, Lift: 1.6833, Factor: 1); Toor Dal (Conf: 0.7719, Lift: 1.9992, Factor: 1); Beans (Conf: 0.7059, Lift: 1.5873, Factor: 1); Sugar (Conf: 0.7049, Lift: 2.0146, Factor: 1); Root Vegetables (Conf: 0.6812, Lift: 1.6723, Factor: 1); Urad Dal (Conf: 0.5955, Lift: 2.0122, Factor: 1); Moong Dal (Conf: 0.5437, Lift: 1.6144, Factor: 1); Brinjals (Conf: 0.5292, Lift: 1.6213, Factor: 1); Gourd & Cucumber (Conf: 0.5155, Lift: 1.6354, Factor: 1)"
7551396,Moong Dal; Root Vegetables; Other Dals; Organic F&V; Toor Dal; Whole Spices; Whole Spices,Other Vegetables; Beans; Sugar; Brinjals; Gourd & Cucumber; Urad Dal; Sooji & Rava; Raw Rice; Banana; Raw Peanuts,"Other Vegetables (Conf: 0.6617, Lift: 1.4320, Factor: 1); Beans (Conf: 0.6265, Lift: 1.4088, Factor: 1); Sugar (Conf: 0.4935, Lift: 1.4104, Factor: 1); Brinjals (Conf: 0.4651, Lift: 1.4250, Factor: 1); Gourd & Cucumber (Conf: 0.4545, Lift: 1.4420, Factor: 1); Urad Dal (Conf: 0.4187, Lift: 1.4148, Factor: 1); Sooji & Rava (Conf: 0.3882, Lift: 1.3632, Factor: 1); Raw Rice (Conf: 0.3278, Lift: 1.4012, Factor: 1); Banana (Conf: 0.3211, Lift: 1.4170, Factor: 1); Raw Peanuts (Conf: 0.2483, Lift: 1.4006, Factor: 1)"
7551502,Other Oils; Organic F&V; Regular Pasta; Exotic Vegetables; Organic F&V; Raw Rice; Beans; Organic F&V; Exotic Vegetables; Other Dals; Root Vegetables; Organic Dals & Pulses; Raisins,Whole Spices; Toor Dal; Other Vegetables; Sugar; Moong Dal; Gourd & Cucumber; Brinjals; Urad Dal; Sooji & Rava; Banana,"Whole Spices (Conf: 0.7612, Lift: 1.8670, Factor: 1); Toor Dal (Conf: 0.7244, Lift: 1.8761, Factor: 1); Other Vegetables (Conf: 0.7196, Lift: 1.5574, Factor: 1); Sugar (Conf: 0.6507, Lift: 1.8595, Factor: 1); Moong Dal (Conf: 0.6294, Lift: 1.8687, Factor: 1); Gourd & Cucumber (Conf: 0.5817, Lift: 1.8454, Factor: 1); Brinjals (Conf: 0.5778, Lift: 1.7702, Factor: 1); Urad Dal (Conf: 0.5524, Lift: 1.8667, Factor: 1); Sooji & Rava (Conf: 0.4350, Lift: 1.5276, Factor: 1); Banana (Conf: 0.3551, Lift: 1.5672, Factor: 1)"
7552098,Other Vegetables; Gourd & Cucumber; Other Vegetables; Brinjals; Brinjals; Beans,Other Dals; Whole Spices; Toor Dal; Sugar; Moong Dal; Root Vegetables; Urad Dal; Sooji & Rava; Sunflower Oils; Raw Rice,"Other Dals (Conf: 0.8208, Lift: 1.7883, Factor: 1); Whole Spices (Conf: 0.7830, Lift: 1.9205, Factor: 1); Toor Dal (Conf: 0.7411, Lift: 1.9192, Factor: 1); Sugar (Conf: 0.6719, Lift: 1.9202, Factor: 1); Moong Dal (Conf: 0.6471, Lift: 1.9212, Factor: 1); Root Vegetables (Conf: 0.5901, Lift: 1.4488, Factor: 1); Urad Dal (Conf: 0.5706, Lift: 1.9280, Factor: 1); Sooji & Rava (Conf: 0.5412, Lift: 1.9003, Factor: 1); Sunflower Oils (Conf: 0.3569, Lift: 1.9098, Factor: 1); Raw Rice (Conf: 0.3363, Lift: 1.4378, Factor: 1)"
7552991,Jaggery; Organic F&V; Health Drinks; Gourd & Cucumber; Other Vegetables; Beans; Other Dals; Organic F&V; Sugar,Whole Spices; Toor Dal; Root Vegetables; Moong Dal; Brinjals; Urad Dal; Sooji & Rava; Raw Rice; Sunflower Oils; Banana,"Whole Spices (Conf: 0.7051, Lift: 1.7295, Factor: 1); Toor Dal (Conf: 0.6452, Lift: 1.6709, Factor: 1); Root Vegetables (Conf: 0.6396, Lift: 1.5702, Factor: 1); Moong Dal (Conf: 0.5782, Lift: 1.7168, Factor: 1); Brinjals (Conf: 0.5267, Lift: 1.6138, Factor: 1); Urad Dal (Conf: 0.5000, Lift: 1.6895, Factor: 1); Sooji & Rava (Conf: 0.4646, Lift: 1.6316, Factor: 1); Raw Rice (Conf: 0.3629, Lift: 1.5513, Factor: 1); Sunflower Oils (Conf: 0.3199, Lift: 1.7114, Factor: 1); Banana (Conf: 0.3000, Lift: 1.3240, Factor: 1)"
7558409,Moong Dal; Cream Biscuits; Brinjals; Powdered Spices; Gourd & Cucumber; Other Vegetables,Other Dals; Beans; Whole Spices; Toor Dal; Root Vegetables; Sugar; Urad Dal; Sooji & Rava; Raw Rice; Sunflower Oils,"Other Dals (Conf: 0.8208, Lift: 1.7883, Factor: 1); Beans (Conf: 0.7857, Lift: 1.7668, Factor: 1); Whole Spices (Conf: 0.7830, Lift: 1.9205, Factor: 1); Toor Dal (Conf: 0.7411, Lift: 1.9192, Factor: 1); Root Vegetables (Conf: 0.6753, Lift: 1.6580, Factor: 1); Sugar (Conf: 0.6719, Lift: 1.9202, Factor: 1); Urad Dal (Conf: 0.5632, Lift: 1.9031, Factor: 1); Sooji & Rava (Conf: 0.5399, Lift: 1.8958, Factor: 1); Raw Rice (Conf: 0.3903, Lift: 1.6685, Factor: 1); Sunflower Oils (Conf: 0.3333, Lift: 1.7835, Factor: 1)"
7559166,Beans; Beans; Root Vegetables; Gourd & Cucumber; Brinjals; Root Vegetables; Brinjals,Other Dals; Whole Spices; Toor Dal; Sugar; Other Vegetables; Moong Dal; Sooji & Rava; Urad Dal; Sunflower Oils; Avalakki / Poha,"Other Dals (Conf: 0.8208, Lift: 1.7883, Factor: 1); Whole Spices (Conf: 0.7879, Lift: 1.9325, Factor: 1); Toor Dal (Conf: 0.7480, Lift: 1.9371, Factor: 1); Sugar (Conf: 0.6746, Lift: 1.9280, Factor: 1); Other Vegetables (Conf: 0.6667, Lift: 1.4429, Factor: 1); Moong Dal (Conf: 0.6465, Lift: 1.9196, Factor: 1); Sooji & Rava (Conf: 0.6202, Lift: 2.1777, Factor: 1); Urad Dal (Conf: 0.6202, Lift: 2.0954, Factor: 1); Sunflower Oils (Conf: 0.3620, Lift: 1.9368, Factor: 1); Avalakki / Poha (Conf: 0.3586, Lift: 2.0910, Factor: 1)"
7559542,Gourd & Cucumber; Other Vegetables; Sugar; Besan; Root Vegetables; Beans; Brinjals; Raw Peanuts; Other Vegetables,Other Dals; Whole Spices; Toor Dal; Moong Dal; Urad Dal; Sooji & Rava; Raw Rice; Sunflower Oils; Avalakki / Poha; Banana,"Other Dals (Conf: 0.7887, Lift: 1.7185, Factor: 1); Whole Spices (Conf: 0.7215, Lift: 1.7697, Factor: 1); Toor Dal (Conf: 0.6813, Lift: 1.7644, Factor: 1); Moong Dal (Conf: 0.5926, Lift: 1.7595, Factor: 1); Urad Dal (Conf: 0.5240, Lift: 1.7705, Factor: 1); Sooji & Rava (Conf: 0.5022, Lift: 1.7634, Factor: 1); Raw Rice (Conf: 0.3629, Lift: 1.5513, Factor: 1); Sunflower Oils (Conf: 0.3294, Lift: 1.7626, Factor: 1); Avalakki / Poha (Conf: 0.3018, Lift: 1.7597, Factor: 1); Banana (Conf: 0.1967, Lift: 1.4711, Factor: 1)"
7560723,Cream Biscuits; Other Vegetables; Other Dals; Namkeen; Namkeen; Moong Dal; Gourd & Cucumber; Other Dals,Beans; Whole Spices; Toor Dal; Root Vegetables; Sugar; Brinjals; Sooji & Rava; Urad Dal; Raw Rice; Sunflower Oils,"Beans (Conf: 0.7857, Lift: 1.7668, Factor: 1); Whole Spices (Conf: 0.7193, Lift: 1.7643, Factor: 1); Toor Dal (Conf: 0.6807, Lift: 1.7630, Factor: 1); Root Vegetables (Conf: 0.6753, Lift: 1.6580, Factor: 1); Sugar (Conf: 0.6183, Lift: 1.7671, Factor: 1); Brinjals (Conf: 0.5747, Lift: 1.7606, Factor: 1); Sooji & Rava (Conf: 0.5022, Lift: 1.7634, Factor: 1); Urad Dal (Conf: 0.5000, Lift: 1.6895, Factor: 1); Raw Rice (Conf: 0.3903, Lift: 1.6685, Factor: 1); Sunflower Oils (Conf: 0.3294, Lift: 1.7626, Factor: 1)"
7565166,Brinjals; Banana; Brinjals; Beans; Gourd & Cucumber; Gourd & Cucumber; Other Vegetables,Other Dals; Whole Spices; Toor Dal; Sugar; Moong Dal; Root Vegetables; Urad Dal; Sooji & Rava; Sunflower Oils; Raw Rice,"Other Dals (Conf: 0.8208, Lift: 1.7883, Factor: 1); Whole Spices (Conf: 0.7800, Lift: 1.9131, Factor: 1); Toor Dal (Conf: 0.7364, Lift: 1.9070, Factor: 1); Sugar (Conf: 0.6667, Lift: 1.9053, Factor: 1); Moong Dal (Conf: 0.6422, Lift: 1.9067, Factor: 1); Root Vegetables (Conf: 0.5901, Lift: 1.4488, Factor: 1); Urad Dal (Conf: 0.5632, Lift: 1.9031, Factor: 1); Sooji & Rava (Conf: 0.5412, Lift: 1.9003, Factor: 1); Sunflower Oils (Conf: 0.3569, Lift: 1.9098, Factor: 1); Raw Rice (Conf: 0.3363, Lift: 1.4378, Factor: 1)"
7580491,Brinjals; Sooji & Rava; Other Vegetables; Gourd & Cucumber; Raw Rice; Toor Dal; Namkeen; Banana,Other Dals; Beans; Whole Spices; Root Vegetables; Sugar; Moong Dal; Urad Dal; Sunflower Oils; Avalakki / Poha; Raw Peanuts,"Other Dals (Conf: 0.7450, Lift: 1.6232, Factor: 1); Beans (Conf: 0.7059, Lift: 1.5873, Factor: 1); Whole Spices (Conf: 0.6719, Lift: 1.6479, Factor: 1); Root Vegetables (Conf: 0.6319, Lift: 1.5515, Factor: 1); Sugar (Conf: 0.5694, Lift: 1.6274, Factor: 1); Moong Dal (Conf: 0.5545, Lift: 1.6462, Factor: 1); Urad Dal (Conf: 0.4619, Lift: 1.5606, Factor: 1); Sunflower Oils (Conf: 0.3062, Lift: 1.6384, Factor: 1); Avalakki / Poha (Conf: 0.2744, Lift: 1.6002, Factor: 1); Raw Peanuts (Conf: 0.2641, Lift: 1.4898, Factor: 1)"
7581908,Other Dals; Root Vegetables; Vermicelli; Moong Dal; Other Dals; Exotic Vegetables; Avalakki / Poha; Toor Dal; Urad Dal; Other Vegetables,Beans; Whole Spices; Sugar; Brinjals; Gourd & Cucumber; Banana; Raw Rice; Sooji & Rava; Organic F&V; Sunflower Oils,"Beans (Conf: 0.6259, Lift: 1.4075, Factor: 1); Whole Spices (Conf: 0.5793, Lift: 1.4209, Factor: 1); Sugar (Conf: 0.5061, Lift: 1.4464, Factor: 1); Brinjals (Conf: 0.4664, Lift: 1.4289, Factor: 1); Gourd & Cucumber (Conf: 0.4545, Lift: 1.4420, Factor: 1); Banana (Conf: 0.3211, Lift: 1.4170, Factor: 1); Raw Rice (Conf: 0.3172, Lift: 1.3561, Factor: 1); Sooji & Rava (Conf: 0.3027, Lift: 1.0630, Factor: 1); Organic F&V (Conf: 0.2544, Lift: 1.4227, Factor: 1); Sunflower Oils (Conf: 0.2461, Lift: 1.3168, Factor: 1)"
7582160,Root Vegetables; Other Dals; Other Dals; Other Dals; Beans; Organic F&V,Whole Spices; Toor Dal; Other Vegetables; Sugar; Moong Dal; Gourd & Cucumber; Urad Dal; Brinjals; Sooji & Rava; Sunflower Oils,"Whole Spices (Conf: 0.7879, Lift: 1.9325, Factor: 1); Toor Dal (Conf: 0.7364, Lift: 1.9070, Factor: 1); Other Vegetables (Conf: 0.7196, Lift: 1.5574, Factor: 1); Sugar (Conf: 0.6746, Lift: 1.9280, Factor: 1); Moong Dal (Conf: 0.6426, Lift: 1.9079, Factor: 1); Gourd & Cucumber (Conf: 0.5817, Lift: 1.8454, Factor: 1); Urad Dal (Conf: 0.5789, Lift: 1.9562, Factor: 1); Brinjals (Conf: 0.5778, Lift: 1.7702, Factor: 1); Sooji & Rava (Conf: 0.5514, Lift: 1.9361, Factor: 1); Sunflower Oils (Conf: 0.3569, Lift: 1.9098, Factor: 1)"
7583327,Moong Dal; Gourd & Cucumber; Other Dals; Gourd & Cucumber; Other Vegetables; Brinjals; Moong Dal,Beans; Whole Spices; Root Vegetables; Toor Dal; Sugar; Urad Dal; Sooji & Rava; Raw Rice; Sunflower Oils; Banana,"Beans (Conf: 0.7798, Lift: 1.7536, Factor: 1); Whole Spices (Conf: 0.7051, Lift: 1.7295, Factor: 1); Root Vegetables (Conf: 0.6753, Lift: 1.6580, Factor: 1); Toor Dal (Conf: 0.6557, Lift: 1.6982, Factor: 1); Sugar (Conf: 0.6047, Lift: 1.7281, Factor: 1); Urad Dal (Conf: 0.5000, Lift: 1.6895, Factor: 1); Sooji & Rava (Conf: 0.4802, Lift: 1.6862, Factor: 1); Raw Rice (Conf: 0.3903, Lift: 1.6685, Factor: 1); Sunflower Oils (Conf: 0.3227, Lift: 1.7267, Factor: 1); Banana (Conf: 0.3211, Lift: 1.4170, Factor: 1)"
7584632,Sugar; Sunflower Oils; Jaggery; Other Dals; Ghee; Cashews; Other Dals; Honey; Moong Dal; Urad Dal,Other Vegetables; Beans; Root Vegetables; Whole Spices; Toor Dal; Brinjals; Gourd & Cucumber; Banana; Raw Rice; Sooji & Rava,"Other Vegetables (Conf: 0.6707, Lift: 1.4515, Factor: 1); Beans (Conf: 0.6479, Lift: 1.4569, Factor: 1); Root Vegetables (Conf: 0.5957, Lift: 1.4626, Factor: 1); Whole Spices (Conf: 0.5951, Lift: 1.4596, Factor: 1); Toor Dal (Conf: 0.5629, Lift: 1.4578, Factor: 1); Brinjals (Conf: 0.4752, Lift: 1.4559, Factor: 1); Gourd & Cucumber (Conf: 0.4615, Lift: 1.4642, Factor: 1); Banana (Conf: 0.3211, Lift: 1.4170, Factor: 1); Raw Rice (Conf: 0.3028, Lift: 1.2947, Factor: 1); Sooji & Rava (Conf: 0.3027, Lift: 1.0630, Factor: 1)"
7585530,Bread; Root Vegetables; Brinjals; Other Vegetables; Beans; Other Vegetables,Other Dals; Whole Spices; Toor Dal; Sugar; Moong Dal; Gourd & Cucumber; Urad Dal; Sooji & Rava; Sunflower Oils; Raw Rice,"Other Dals (Conf: 0.8208, Lift: 1.7883, Factor: 1); Whole Spices (Conf: 0.7692, Lift: 1.8867, Factor: 1); Toor Dal (Conf: 0.7364, Lift: 1.9070, Factor: 1); Sugar (Conf: 0.6667, Lift: 1.9053, Factor: 1); Moong Dal (Conf: 0.6422, Lift: 1.9067, Factor: 1); Gourd & Cucumber (Conf: 0.5923, Lift: 1.8790, Factor: 1); Urad Dal (Conf: 0.5632, Lift: 1.9031, Factor: 1); Sooji & Rava (Conf: 0.5412, Lift: 1.9003, Factor: 1); Sunflower Oils (Conf: 0.3421, Lift: 1.8304, Factor: 1); Raw Rice (Conf: 0.3376, Lift: 1.4433, Factor: 1)"
7587534,Banana; Liquid Soaps & Bars; Other Dry Fruits; Organic F&V; Organic F&V; Sugar; Beans; Other Oils,Whole Spices; Other Dals; Urad Dal; Sooji & Rava; Toor Dal; Moong Dal; Other Vegetables; Root Vegetables; Gourd & Cucumber; Brinjals,"Whole Spices (Conf: 0.8469, Lift: 2.0773, Factor: 1); Other Dals (Conf: 0.8247, Lift: 1.7970, Factor: 1); Urad Dal (Conf: 0.7941, Lift: 2.6832, Factor: 1); Sooji & Rava (Conf: 0.7545, Lift: 2.6496, Factor: 1); Toor Dal (Conf: 0.7477, Lift: 1.9363, Factor: 1); Moong Dal (Conf: 0.6818, Lift: 2.0244, Factor: 1); Other Vegetables (Conf: 0.6667, Lift: 1.4429, Factor: 1); Root Vegetables (Conf: 0.6396, Lift: 1.5702, Factor: 1); Gourd & Cucumber (Conf: 0.6091, Lift: 1.9323, Factor: 1); Brinjals (Conf: 0.5267, Lift: 1.6138, Factor: 1)"
7587814,Organic F&V; Urad Dal; Other Vegetables; Root Vegetables; Organic F&V; Avalakki / Poha; Sunflower Oils; Besan; Sooji & Rava,Other Dals; Beans; Whole Spices; Toor Dal; Sugar; Moong Dal; Brinjals; Gourd & Cucumber; Raw Rice; Banana,"Other Dals (Conf: 0.7638, Lift: 1.6642, Factor: 1); Beans (Conf: 0.7235, Lift: 1.6270, Factor: 1); Whole Spices (Conf: 0.6867, Lift: 1.6844, Factor: 1); Toor Dal (Conf: 0.6452, Lift: 1.6709, Factor: 1); Sugar (Conf: 0.5862, Lift: 1.6753, Factor: 1); Moong Dal (Conf: 0.5517, Lift: 1.6381, Factor: 1); Brinjals (Conf: 0.5455, Lift: 1.6711, Factor: 1); Gourd & Cucumber (Conf: 0.5093, Lift: 1.6156, Factor: 1); Raw Rice (Conf: 0.3626, Lift: 1.5503, Factor: 1); Banana (Conf: 0.3319, Lift: 1.4648, Factor: 1)"
7592127,Yogurt & Lassi; Banana; Namkeen; Yogurt & Lassi; Bread; Namkeen; Snacky Nuts; Packaged Drinking Water,Toor Dal; Other Vegetables; Other Dals; Gourd & Cucumber; Sugar; Urad Dal; Whole Spices; Sooji & Rava; Moong Dal; Sunflower Oils,"Toor Dal (Conf: 0.7477, Lift: 1.9363, Factor: 1); Other Vegetables (Conf: 0.6667, Lift: 1.4429, Factor: 1); Other Dals (Conf: 0.6639, Lift: 1.4465, Factor: 1); Gourd & Cucumber (Conf: 0.6091, Lift: 1.9323, Factor: 1); Sugar (Conf: 0.5724, Lift: 2.8731, Factor: 1); Urad Dal (Conf: 0.5668, Lift: 1.9153, Factor: 1); Whole Spices (Conf: 0.5650, Lift: 2.5149, Factor: 1); Sooji & Rava (Conf: 0.5556, Lift: 3.4490, Factor: 1); Moong Dal (Conf: 0.4332, Lift: 2.8389, Factor: 1); Sunflower Oils (Conf: 0.3603, Lift: 1.9279, Factor: 1)"
7599737,Buns & Pavs; Other Dals; Brinjals; Other Dals; Organic F&V; Other Vegetables; Root Vegetables; Sooji & Rava,Beans; Whole Spices; Toor Dal; Sugar; Moong Dal; Urad Dal; Gourd & Cucumber; Raw Rice; Sunflower Oils; Avalakki / Poha,"Beans (Conf: 0.7817, Lift: 1.7579, Factor: 1); Whole Spices (Conf: 0.7051, Lift: 1.7295, Factor: 1); Toor Dal (Conf: 0.6797, Lift: 1.7603, Factor: 1); Sugar (Conf: 0.6047, Lift: 1.7281, Factor: 1); Moong Dal (Conf: 0.5782, Lift: 1.7168, Factor: 1); Urad Dal (Conf: 0.5031, Lift: 1.6998, Factor: 1); Gourd & Cucumber (Conf: 0.4859, Lift: 1.5415, Factor: 1); Raw Rice (Conf: 0.3961, Lift: 1.6935, Factor: 1); Sunflower Oils (Conf: 0.3258, Lift: 1.7430, Factor: 1); Avalakki / Poha (Conf: 0.3018, Lift: 1.7597, Factor: 1)"
7602429,Whole Spices; Other Dals; Root Vegetables; Other Vegetables; Chinese Noodles; Exotic Vegetables,Beans; Toor Dal; Sugar; Moong Dal; Brinjals; Gourd & Cucumber; Sooji & Rava; Urad Dal; Raw Rice; Sunflower Oils,"Beans (Conf: 0.7477, Lift: 1.6815, Factor: 1); Toor Dal (Conf: 0.6452, Lift: 1.6709, Factor: 1); Sugar (Conf: 0.6047, Lift: 1.7281, Factor: 1); Moong Dal (Conf: 0.5782, Lift: 1.7168, Factor: 1); Brinjals (Conf: 0.5455, Lift: 1.6711, Factor: 1); Gourd & Cucumber (Conf: 0.5155, Lift: 1.6354, Factor: 1); Sooji & Rava (Conf: 0.4704, Lift: 1.6518, Factor: 1); Urad Dal (Conf: 0.4402, Lift: 1.4873, Factor: 1); Raw Rice (Conf: 0.3793, Lift: 1.6216, Factor: 1); Sunflower Oils (Conf: 0.3199, Lift: 1.7114, Factor: 1)"
7602550,Bread; Organic Dals & Pulses; Organic F&V; Other Vegetables; Organic F&V; Organic Dals & Pulses; Organic F&V,Urad Dal; Whole Spices; Toor Dal; Sugar; Moong Dal; Other Dals; Root Vegetables; Brinjals; Sooji & Rava; Beans,"Urad Dal (Conf: 0.7941, Lift: 2.6832, Factor: 1); Whole Spices (Conf: 0.7431, Lift: 1.8227, Factor: 1); Toor Dal (Conf: 0.7411, Lift: 1.9192, Factor: 1); Sugar (Conf: 0.6592, Lift: 1.8840, Factor: 1); Moong Dal (Conf: 0.6471, Lift: 1.9212, Factor: 1); Other Dals (Conf: 0.6028, Lift: 2.4636, Factor: 1); Root Vegetables (Conf: 0.5855, Lift: 1.4374, Factor: 1); Brinjals (Conf: 0.5747, Lift: 1.7606, Factor: 1); Sooji & Rava (Conf: 0.5495, Lift: 1.9296, Factor: 1); Beans (Conf: 0.5379, Lift: 1.7715, Factor: 1)"
7603462,Whole Spices; Banana; Other Dals; Exotic Vegetables; Other Dals; Beans; Beans; Brinjals; Besan; Sugar,Other Vegetables; Root Vegetables; Toor Dal; Moong Dal; Gourd & Cucumber; Urad Dal; Sooji & Rava; Raw Rice; Raw Peanuts; Avalakki / Poha,"Other Vegetables (Conf: 0.7143, Lift: 1.5459, Factor: 1); Root Vegetables (Conf: 0.6114, Lift: 1.5010, Factor: 1); Toor Dal (Conf: 0.5964, Lift: 1.5445, Factor: 1); Moong Dal (Conf: 0.5183, Lift: 1.5389, Factor: 1); Gourd & Cucumber (Conf: 0.4859, Lift: 1.5415, Factor: 1); Urad Dal (Conf: 0.4402, Lift: 1.4873, Factor: 1); Sooji & Rava (Conf: 0.4350, Lift: 1.5276, Factor: 1); Raw Rice (Conf: 0.3563, Lift: 1.5231, Factor: 1); Raw Peanuts (Conf: 0.2577, Lift: 1.4538, Factor: 1); Avalakki / Poha (Conf: 0.2016, Lift: 1.1756, Factor: 1)"
