,0
602,"Raw Peanuts,Moong Dal,Other Dals,Other Dals,Sunflower Oils,Maida,Wafers,Toothpaste"
603,"Other Vegetables,Root Vegetables,Brinjals,Root Vegetables,Beans,Bread,Butter & Cream,Avalakki / Poha,Organic F&V,Organic F&V"
604,"Beans,Other Vegetables,Root Vegetables,Other Vegetables,Root Vegetables,Beans,Gourd & Cucumber,Whole Spices,Urad Dal,Sugar,Banana,Boiled Rice,Other Rice Products,Raw Rice,Cream Biscuits,Cakes,Cakes,Curd"
605,"Other Vegetables,Brinjals,Root Vegetables,Toor Dal,Brinjals,Sugar,Sunflower Oils,Agarbatti"
606,"Other Vegetables,Namkeen,Namkeen,Instant Pastas,Namkeen,Cooking Paste,Ice Creams & Desserts,Wafers,Organic F&V,Organic F&V"
607,"Other Vegetables,Beans,Raw Peanuts,Whole Spices,Maida,Brinjals,Other Rice Products,Rice Flour,Sooji & Rava,Sugar,Instant Noodles,Cream Biscuits,Cooking Sauce"
608,"Root Vegetables,Other Vegetables,Banana,Vermicelli,Whole Spices,Other Dals,Other Dals,Toor Dal"
609,"Beans,Other Vegetables,Exotic Vegetables,Bread,Beans,Gourd & Cucumber,Urad Dal,Corn Snacks"
610,"Other Vegetables,Root Vegetables,Other Vegetables,Beans,Gourd & Cucumber,Sugar,Urad Dal,Other Dals,Organic F&V,Other Dals"
611,"Beans,Banana,Beans,Gourd & Cucumber,Beans,Gourd & Cucumber,Sugar,Organic F&V,Organic F&V,Organic F&V,Toor Dal"
612,"Whole Spices,Namkeen,Moong Dal,Raw Peanuts,Liquid Soaps & Bars,Sugar,Namkeen,Urad Dal,Phenyles & Acids,Other Dals,Mango Juices,Mosquito Repellent,Namkeen,Liquid Soaps & Bars,Whole Spices,Besan"
613,"Other Dals,Vermicelli,Other Dals,Whole Spices,Sooji & Rava,Sunflower Oils,Maida,Raw Rice,Sugar,Ground Coffee,Toor Dal,Whole Spices"
614,"Other Vegetables,Bread,Beans,Brinjals,Root Vegetables,Beans,Other Dals,Whole Spices,Moong Dal,Raw Peanuts,Moong Dal,Banana,Other Rice Products,Urad Dal,Rice Flour,Avalakki / Poha,Other Pooja Needs,Other Dals,Toilet Cleaners"
615,"Bread,Brinjals,Other Vegetables,Whole Spices,Whole Spices,Toor Dal,Beans,Raw Rice,Sugar,Buns & Pavs,Glucose, Marie & Milk Biscuits,Whole Spices"
616,"Root Vegetables,Beans,Root Vegetables,Beans,Beans,Gourd & Cucumber,Beans,Urad Dal,Gourd & Cucumber,Brinjals,Boiled Rice"
617,"Whole Spices,Sugar,Regular Pasta,Cashews,Almonds,Other Dals,Raisins,Other Dals"
618,"Whole Spices,Whole Spices,Sooji & Rava,Other Dals,Whole Spices,Toor Dal,Raw Rice,Urad Dal,Ghee,Sugar,Boiled Rice,Raisins,Honey,Health Drinks,Ground Coffee,Whole Spices"
619,"Whole Spices,Whole Spices,Toor Dal,Raw Peanuts,Moong Dal,Whole Spices,Maida,Rice Flour,Urad Dal,Jaggery,Instant Noodles,Whole Spices,Other Oils,Other Pooja Needs,Cashews,Raisins,Whole Spices,Toor Dal,Whole Spices"
620,"Other Dals,Whole Spices,Raw Peanuts,Other Dals,Other Dals,Sugar,Sooji & Rava,Other Rice Products,Urad Dal,Rice Flour,Besan,Phenyles & Acids,Jaggery,Boiled Rice,Wafers,Other Dals,Whole Spices"
621,"Brinjals,Other Vegetables,Other Vegetables,Gourd & Cucumber,Beans,Toor Dal,Other Dals,Other Dals,Sugar,Toor Dal"
622,"Beans,Moong Dal,Toor Dal,Moong Dal,Sugar,Other Dals,Other Rice Products,Instant Noodles,Raisins,Urad Dal,Organic F&V"
623,"Other Vegetables,Root Vegetables,Exotic Vegetables,Namkeen,Toor Dal,Raw Rice,Sugar,Ghee,Brinjals"
624,"Whole Spices,Whole Spices,Raw Peanuts,Moong Dal,Other Dals,Urad Dal,Sugar,Besan,Raw Rice,Toor Dal,Whole Spices,Whole Spices"
625,"Moong Dal,Other Dals,Maida,Health Drinks,Jaggery,Other Rice Products,Other Dals,Liquid Soaps & Bars,Liquid Soaps & Bars,Toothpaste,Whole Spices"
626,"Vermicelli,Moong Dal,Toor Dal,Urad Dal,Sooji & Rava,Sooji & Rava,Sugar,Jaggery,Almonds,Cashews,Agarbatti,Whole Spices,Whole Spices,Whole Spices"
627,"Banana,Urad Dal,Maida,Health Drinks,Namkeen,Namkeen,Mustard Oils,Toor Dal,Namkeen"
628,"Beans,Other Vegetables,Beans,Brinjals,Brinjals,Root Vegetables,Whole Spices,Namkeen,Whole Spices,Other Dals,Other Dals,Toor Dal,Moong Dal,Moong Dal,Urad Dal,Namkeen,Namkeen"
629,"Other Vegetables,Root Vegetables,Gourd & Cucumber,Beans,Other Dals,Other Dals,Gourd & Cucumber,Sunflower Oils,Urad Dal,Brinjals"
630,"Root Vegetables,Brinjals,Brinjals,Other Vegetables,Root Vegetables,Beans,Beans,Brinjals"
631,"Root Vegetables,Beans,Almonds,Other Dry Fruits,Raisins,Organic F&V,Organic F&V,Organic F&V"
632,"Beans,Other Vegetables,Root Vegetables,Whole Spices,Whole Spices,Beans,Brinjals,Other Juices,Raw Rice,Whole Spices"
633,"Root Vegetables,Brinjals,Other Vegetables,Exotic Vegetables,Beans,Boiled Rice,Other Rice Products,Other Pooja Needs,Raw Rice"
634,"Other Vegetables,Beans,Gourd & Cucumber,Whole Spices,Sugar,Gourd & Cucumber,Cooking Paste,Brinjals,Whole Spices,Whole Spices"
635,"Other Vegetables,Root Vegetables,Beans,Root Vegetables,Banana,Beans,Gourd & Cucumber,Raw Peanuts,Yogurt & Lassi"
636,"Other Dals,Raw Rice,Sooji & Rava,Raw Rice,Sooji & Rava,Raisins,Raisins,Cashews,Other Dals,Other Dals"
637,"Other Vegetables,Namkeen,Exotic Vegetables,Namkeen,Namkeen,Namkeen,Ice Creams & Desserts,Namkeen,Namkeen"
638,"Other Vegetables,Banana,Beans,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V"
639,"Toothpaste,Beans,Banana,Maida,Exotic Vegetables,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V"
640,"Other Vegetables,Namkeen,Exotic Vegetables,Namkeen,Exotic Vegetables,Raw Rice,Sugar,Namkeen,Namkeen"
641,"Other Vegetables,Whole Spices,Sooji & Rava,Other Dals,Raw Peanuts,Other Dals,Whole Spices,Urad Dal,Whole Spices,Other Dals,Toor Dal"
642,"Sooji & Rava,Brinjals,Other Dry Fruits,Other Dry Fruits,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Other Dry Fruits"
643,"Other Vegetables,Sunflower Oils,Root Vegetables,Bread,Root Vegetables,Brinjals,Moong Dal,Sooji & Rava,Toor Dal,Beans,Boiled Rice,Sugar,Urad Dal,Raw Rice,Cream Biscuits"
644,"Root Vegetables,Namkeen,Moong Dal,Other Dals,Sugar,Avalakki / Poha,Namkeen,Ghee,Namkeen,Namkeen,Rasagulla & Gulab Jamun,Namkeen"
645,"Raw Rice,Boiled Rice,Hand Wash,Almonds,Urad Dal,Other Oils,Organic F&V,Organic F&V,Organic F&V,Organic F&V"
646,"Root Vegetables,Other Vegetables,Moong Dal,Beans,Sooji & Rava,Urad Dal,Organic F&V,Toilet Cleaners"
647,"Other Vegetables,Root Vegetables,Banana,Moong Dal,Other Dals,Namkeen,Namkeen,Other Flours,Cakes,Cashews,Other Dals,Other Dals"
648,"Other Vegetables,Other Vegetables,Exotic Vegetables,Moong Dal,Other Dals,Urad Dal,Other Dals,Sooji & Rava,Other Rice Products,Avalakki / Poha,Other Dals"
649,"Beans,Root Vegetables,Root Vegetables,Urad Dal,Sugar,Other Dals,Jaggery,Organic F&V,Organic F&V,Organic F&V,Organic F&V"
650,"Other Vegetables,Other Vegetables,Beans,Banana,Gourd & Cucumber,Beans,Gourd & Cucumber,Brinjals,Sooji & Rava"
651,"Ground Coffee,Raw Peanuts,Avalakki / Poha,Sooji & Rava,Health Drinks,Besan,Sooji & Rava,Sunflower Oils,Cooking Sauce,Other Sweets"
652,"Maida,Besan,Namkeen,Almonds,Other Dry Fruits,Other Dry Fruits,Namkeen,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Chips"
653,"Raw Peanuts,Other Dals,Sunflower Oils,Maida,Besan,Sooji & Rava,Urad Dal,Other Dals,Jaggery,Buns & Pavs,Ready Baking Mixes,Toor Dal"
654,"Bread,Root Vegetables,Brinjals,Beans,Banana,Raw Rice,Instant Pastas,Instant Pastas"
655,"Other Vegetables,Root Vegetables,Gourd & Cucumber,Whole Spices,Organic F&V,Whole Spices,Whole Spices,Whole Spices"
656,"Root Vegetables,Brinjals,Root Vegetables,Banana,Gourd & Cucumber,Mango Juices,Organic F&V,Health Drinks"
657,"Root Vegetables,Bread,Other Vegetables,Root Vegetables,Raw Peanuts,Banana,Gourd & Cucumber,Other Dry Fruits,Almonds"
658,"Other Vegetables,Root Vegetables,Beans,Gourd & Cucumber,Whole Spices,Whole Spices,Gourd & Cucumber,Other Dry Fruits"
659,"Brinjals,Brinjals,Urad Dal,Banana,Sooji & Rava,Namkeen,Namkeen,Raisins,Other Dals"
660,"Other Vegetables,Beans,Brinjals,Other Vegetables,Beans,Gourd & Cucumber,Beans,Beans,Brinjals"
661,"Avalakki / Poha,Cream Biscuits,Cakes,Namkeen,Mosquito Repellent,Curd,Brinjals,Toothpaste"
662,"Sunflower Oils,Brinjals,Other Vegetables,Root Vegetables,Raw Peanuts,Whole Spices,Sooji & Rava,Rice Flour,Other Dals,Ghee,Sunflower Oils,Sunflower Oils,Sooji & Rava,Other Dals,Whole Spices,Whole Spices,Whole Spices"
663,"Bread,Sunflower Oils,Yogurt & Lassi,Yogurt & Lassi,Other Dals,Organic F&V,Organic F&V,Other Dals,Mustard Oils"
664,"Moong Dal,Toor Dal,Moong Dal,Urad Dal,Raw Rice,Jaggery,Other Dals,Jaggery,Shoe Polish,Other Dals"
665,"Yogurt & Lassi,Basmati Rice,Organic F&V,Organic F&V,Organic F&V,Buttermilk,Organic F&V,Yogurt & Lassi,Milk Drinks"
666,"Brinjals,Root Vegetables,Other Dals,Whole Spices,Ghee,Raisins,Cashews,Whole Spices,Whole Spices,Whole Spices"
667,"Other Vegetables,Brinjals,Root Vegetables,Banana,Beans,Sugar,Besan,Sanitary Pads,Raw Rice,Whole Spices"
668,"Whole Spices,Moong Dal,Moong Dal,Avalakki / Poha,Raw Peanuts,Urad Dal,Sugar,Whole Spices,Sooji & Rava,Sooji & Rava,Jaggery,Other Dals,Health Drinks,Almonds,Other Dals"
669,"Toothpaste,Toor Dal,Raw Peanuts,Raw Rice,Moong Dal,Urad Dal,Raisins,Liquid Soaps & Bars,Powdered Spices"
670,"Namkeen,Beans,Brinjals,Beans,Banana,Namkeen,Other Dals,Sooji & Rava,Phenyles & Acids,Buns & Pavs,Avalakki / Poha,Boiled Rice,Namkeen"
671,"Whole Spices,Moong Dal,Moong Dal,Toor Dal,Urad Dal,Sugar,Sunflower Oils,Jaggery,Sunflower Oils,Instant Noodles"
672,"Other Vegetables,Other Dals,Toor Dal,Besan,Other Dals,Sugar,Other Dals,Other Dals"
673,"Whole Spices,Other Dals,Whole Spices,Avalakki / Poha,Moong Dal,Sunflower Oils,Sooji & Rava,Rice Flour,Other Dals,Other Dals,Glucose, Marie & Milk Biscuits"
674,"Bread,Whole Spices,Phenyles & Acids,Whole Spices,Other Oils,Toor Dal,Whole Spices,Whole Spices"
675,"Other Vegetables,Other Vegetables,Root Vegetables,Whole Spices,Beans,Whole Spices,Sunflower Oils,Whole Spices"
676,"Brinjals,Other Vegetables,Beans,Toor Dal,Other Dals,Gourd & Cucumber,Urad Dal,Other Dals,Phenyles & Acids"
677,"Whole Spices,Bread,Namkeen,Besan,Maida,Buns & Pavs,Namkeen,Other Dals,Other Sweets"
678,"Other Vegetables,Root Vegetables,Raw Peanuts,Banana,Gourd & Cucumber,Brinjals,Buns & Pavs,Organic F&V,Namkeen"
679,"Moong Dal,Other Dals,Avalakki / Poha,Raw Peanuts,Other Dals,Sugar,Sooji & Rava,Besan,Other Dals,Maida,Namkeen,Snacky Nuts,Namkeen"
680,"Whole Spices,Toor Dal,Urad Dal,Sooji & Rava,Sugar,Health Drinks,Whole Spices,Toothpaste,Raw Rice,Agarbatti,Whole Spices,Whole Spices"
681,"Root Vegetables,Whole Spices,Namkeen,Namkeen,Organic Rice & Rice Products,Namkeen,Namkeen,Organic Dals & Pulses,Organic F&V"
682,"Basmati Rice,Toor Dal,Sooji & Rava,Moong Dal,Other Dals,Sugar,Organic Dals & Pulses,Besan,Brinjals,Almonds,Cashews,Raisins,Health Drinks,Liquid Soaps & Bars"
683,"Beans,Root Vegetables,Brinjals,Brinjals,Other Vegetables,Banana,Beans,Gourd & Cucumber,Organic F&V"
684,"Other Vegetables,Other Dals,Moong Dal,Other Dals,Other Dals,Sugar,Sunflower Oils,Urad Dal,Mango Juices,Almonds,Other Dals"
685,"Beans,Other Dals,Toor Dal,Banana,Gourd & Cucumber,Ground Coffee,Raw Rice,Brinjals,Whole Spices,Ghee,Vermicelli,Cashews,Liquid Soaps & Bars"
686,"Other Vegetables,Brinjals,Moong Dal,Raw Peanuts,Other Dals,Banana,Other Dry Fruits,Wafers,Raisins,Almonds,Other Dry Fruits"
687,"Other Vegetables,Brinjals,Gourd & Cucumber,Raw Peanuts,Beans,Avalakki / Poha,Namkeen,Buttermilk"
688,"Other Vegetables,Other Vegetables,Banana,Moong Dal,Sugar,Other Dals,Other Dals,Almonds"
689,"Banana,Whole Spices,Toor Dal,Boiled Rice,Sugar,Besan,Ghee,Raw Rice,Sunflower Oils"
690,"Beans,Toor Dal,Beans,Sugar,Cakes,Cakes,Namkeen,Other Sweets"
691,"Sunflower Oils,Root Vegetables,Root Vegetables,Toor Dal,Bread,Boiled Rice,Sugar,Besan,Urad Dal"
692,"Root Vegetables,Beans,Moong Dal,Toor Dal,Bread,Gourd & Cucumber,Brinjals,Other Dals"
693,"Root Vegetables,Brinjals,Raw Peanuts,Sooji & Rava,Toor Dal,Raw Rice,Namkeen,Namkeen,Shaving Blade & Razors,Glucose, Marie & Milk Biscuits,Namkeen"
694,"Other Vegetables,Brinjals,Sooji & Rava,Beans,Other Dals,Other Dals,Organic Dals & Pulses,Organic Dals & Pulses,Organic Dals & Pulses,Other Dals,Namkeen,Organic Masalas & Spices,Other Dals"
695,"Exotic Vegetables,Exotic Vegetables,Ready Mix,Organic Salt,Sugar & Jaggery,Cooking Sauce,Honey,Organic F&V,Organic F&V,Organic F&V,Other Dry Fruits,Toothpaste"
696,"Beans,Root Vegetables,Banana,Maida,Sugar,Besan,Sunflower Oils,Diapers & Wipes,Cashews,Organic F&V,Organic F&V,Organic F&V"
697,"Root Vegetables,Other Vegetables,Root Vegetables,Beans,Banana,Beans,Beans,Organic F&V,Organic F&V,Organic F&V,Organic F&V"
698,"Other Vegetables,Root Vegetables,Beans,Beans,Namkeen,Beans,Raisins,Namkeen,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V"
699,"Other Vegetables,Gourd & Cucumber,Raw Peanuts,Cooking Paste,Gourd & Cucumber,Sooji & Rava,Sugar,Rice Flour,Mosquito Repellent,Root Vegetables,Whole Spices"
700,"Raw Peanuts,Moong Dal,Other Dals,Toor Dal,Moong Dal,Other Dals,Urad Dal,Rice Flour,Besan,Other Dals,Other Dals,Sugar,Other Dals,Whole Spices,Whole Spices"
701,"Other Vegetables,Root Vegetables,Beans,Banana,Gourd & Cucumber,Whole Spices,Moong Dal,Avalakki / Poha,Beans,Besan,Urad Dal,Brinjals"
702,"Other Vegetables,Brinjals,Root Vegetables,Beans,Banana,Beans,Gourd & Cucumber,Brinjals,Gourd & Cucumber"
703,"Root Vegetables,Namkeen,Other Vegetables,Banana,Toor Dal,Namkeen,Almonds,Other Dals,Organic Salt,Sugar & Jaggery,Organic F&V"
704,"Moong Dal,Other Dals,Moong Dal,Whole Spices,Organic Rice & Rice Products,Urad Dal,Other Dals,Maida,Sunflower Oils,Organic Masalas & Spices,Raisins,Whole Spices"
705,"Other Vegetables,Root Vegetables,Root Vegetables,Banana,Moong Dal,Beans,Other Oils,Organic F&V,Organic F&V,Organic F&V,Organic F&V"
706,"Other Vegetables,Root Vegetables,Beans,Beans,Brinjals,Rice Flour,Sooji & Rava,Sugar,Avalakki / Poha,Urad Dal"
707,"Other Vegetables,Root Vegetables,Root Vegetables,Banana,Namkeen,Moong Dal,Toor Dal,Sooji & Rava,Raw Rice,Namkeen"
708,"Other Dals,Namkeen,Moong Dal,Other Dals,Sooji & Rava,Other Dals,Jaggery,Mango Juices,Namkeen,Hand Wash,Toilet Cleaners,Tomato Ketchup,Shoe Polish,Raw Rice,Namkeen,Namkeen"
709,"Sunflower Oils,Other Dals,Whole Spices,Toor Dal,Other Dals,Moong Dal,Sugar,Sooji & Rava,Besan,Maida,Urad Dal,Other Flours,Basmati Rice,Raw Rice,Other Dals"
710,"Root Vegetables,Root Vegetables,Raw Rice,Other Dry Fruits,Organic F&V,Organic F&V,Organic F&V,Organic F&V"
711,"Sooji & Rava,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V"
712,"Other Vegetables,Other Vegetables,Gourd & Cucumber,Other Dals,Other Dals,Raw Rice,Besan,Brinjals,Other Dals"
713,"Root Vegetables,Root Vegetables,Banana,Avalakki / Poha,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Packaged Drinking Water,Organic F&V"
714,"Whole Spices,Toor Dal,Other Dals,Sooji & Rava,Urad Dal,Sugar,Sunflower Oils,Instant Noodles"
715,"Sunflower Oils,Raw Peanuts,Moong Dal,Sooji & Rava,Rice Flour,Banana,Sooji & Rava,Urad Dal,Glucose, Marie & Milk Biscuits,Ground Coffee,Raw Rice,Other Flours,Whole Spices,Boiled Rice,Whole Spices"
716,"Brinjals,Other Vegetables,Gourd & Cucumber,Beans,Exotic Vegetables,Moong Dal,Other Dals,Gourd & Cucumber,Mosquito Repellent,Exotic Vegetables"
717,"Moong Dal,Banana,Urad Dal,Sugar,Sugar,Ground Coffee,Toothpaste,Ghee,Cashews"
718,"Other Vegetables,Brinjals,Root Vegetables,Other Dals,Moong Dal,Avalakki / Poha,Raw Peanuts,Moong Dal,Other Dals,Moong Dal,Urad Dal,Namkeen,Sunflower Oils,Organic Flours,Organic F&V,Organic F&V,Namkeen,Organic F&V,Toor Dal,Other Dals,Whole Spices"
719,"Other Vegetables,Brinjals,Avalakki / Poha,Shoe Polish,Sugar,Besan,Namkeen,Namkeen"
720,"Beans,Whole Spices,Sooji & Rava,Whole Spices,Raw Rice,Other Dals,Sooji & Rava,Other Rice Products,Urad Dal,Sugar,Ghee,Other Oils,Avalakki / Poha,Cashews,Almonds,Other Dals,Whole Spices,Whole Spices"
721,"Root Vegetables,Other Vegetables,Root Vegetables,Banana,Gourd & Cucumber,Yogurt & Lassi,Curd,Organic F&V,Organic F&V,Other Rice Products"
722,"Other Vegetables,Root Vegetables,Gourd & Cucumber,Beans,Other Dals,Other Rice Products,Urad Dal,Raisins,Organic F&V"
723,"Toor Dal,Other Dals,Urad Dal,Sugar,Raw Rice,Mango Juices,Boiled Rice,Cashews,Raisins"
724,"Root Vegetables,Brinjals,Other Vegetables,Gourd & Cucumber,Beans,Cream Biscuits,Glucose, Marie & Milk Biscuits,Organic F&V,Regular Pasta"
725,"Other Dals,Sooji & Rava,Moong Dal,Other Dals,Sugar,Organic Rice & Rice Products,Moong Dal,Raw Rice,Urad Dal,Glucose, Marie & Milk Biscuits,Besan,Other Dals,Boiled Rice,Other Dals,Toor Dal"
726,"Raw Peanuts,Moong Dal,Whole Spices,Avalakki / Poha,Other Dals,Urad Dal,Sooji & Rava,Other Rice Products,Ghee,Whole Spices,Raisins,Other Dry Fruits,Other Dals,Toor Dal,Whole Spices,Whole Spices,Whole Spices,Whole Spices,Whole Spices"
727,"Beans,Other Vegetables,Avalakki / Poha,Beans,Organic Dals & Pulses,Other Rice Products,Mosquito Repellent,Sunflower Oils,Ghee,Other Dals"
728,"Exotic Vegetables,Sugar,Organic Dals & Pulses,Organic Flours,Organic Rice & Rice Products,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V"
729,"Other Vegetables,Exotic Vegetables,Banana,Exotic Vegetables,Sooji & Rava,Urad Dal,Other Flours,Almonds,Raisins,Raisins,Cooking Paste,Other Dry Fruits,Whole Spices,Other Dry Fruits,Other Dry Fruits"
730,"Other Vegetables,Beans,Gourd & Cucumber,Bread,Beans,Cream Biscuits,Namkeen,Organic F&V,Organic F&V,Namkeen"
731,"Beans,Brinjals,Other Vegetables,Beans,Gourd & Cucumber,Moong Dal,Sooji & Rava,Beans,Moong Dal,Urad Dal,Sugar,Cream Biscuits,Boiled Rice"
732,"Root Vegetables,Whole Spices,Vermicelli,Whole Spices,Moong Dal,Toor Dal,Other Dals,Sooji & Rava,Other Dals,Whole Spices,Sunflower Oils,Urad Dal,Shaving Blade & Razors,Other Dals,Other Dals,Toothpaste,Other Dals,Whole Spices,Whole Spices"
733,"Ground Coffee,Toor Dal,Avalakki / Poha,Other Dals,Maida,Sooji & Rava,Raw Rice,Other Rice Products,Urad Dal,Sooji & Rava,Sunflower Oils,Sugar,Jaggery,Almonds,Raisins"
734,"Root Vegetables,Other Vegetables,Root Vegetables,Beans,Avalakki / Poha,Raw Peanuts,Moong Dal,Sooji & Rava,Sugar,Other Flours,Organic F&V,Toor Dal,Agarbatti,Agarbatti,Other Dals"
735,"Other Vegetables,Root Vegetables,Banana,Beans,Sugar,Ground Coffee,Other Rice Products,Namkeen,Namkeen,Cakes,Cooking Sauce"
736,"Other Vegetables,Root Vegetables,Exotic Vegetables,Banana,Organic Rice & Rice Products,Organic F&V,Organic F&V,Glucose, Marie & Milk Biscuits"
737,"Moong Dal,Moong Dal,Other Dals,Toor Dal,Raw Rice,Raw Rice,Sugar,Besan,Maida,Raisins"
738,"Other Vegetables,Root Vegetables,Toor Dal,Other Dals,Sunflower Oils,Organic F&V,Agarbatti,Raw Rice"
739,"Whole Spices,Whole Spices,Moong Dal,Urad Dal,Boiled Rice,Sugar,Boiled Rice,Organic Rice & Rice Products,Raisins,Honey,Almonds,Other Dry Fruits,Health Supplements,Whole Spices"
740,"Bread,Other Vegetables,Other Vegetables,Whole Spices,Other Dals,Brinjals,Other Dals,Brinjals,Other Insect Repellent"
741,"Other Vegetables,Root Vegetables,Root Vegetables,Beans,Gourd & Cucumber,Moong Dal,Sugar,Gourd & Cucumber,Aluminium Foil & Cling Wrap,Brinjals,Namkeen"
742,"Other Vegetables,Root Vegetables,Brinjals,Root Vegetables,Exotic Vegetables,Exotic Vegetables,Beans,Banana,Gourd & Cucumber,Other Dals,Beans,Other Dals,Brinjals,Other Dals,Other Dals"
743,"Other Vegetables,Vermicelli,Sooji & Rava,Liquid Soaps & Bars,Raw Rice,Sugar,Instant Noodles,Cakes,Snacky Nuts,Namkeen,Namkeen,Agarbatti,Toor Dal,Whole Spices"
744,"Root Vegetables,Beans,Exotic Vegetables,Whole Spices,Aluminium Foil & Cling Wrap,Raw Rice,Brinjals,Root Vegetables,Ghee,Curd,Mosquito Repellent,Whole Spices,Toor Dal"
745,"Exotic Vegetables,Other Dals,Moong Dal,Whole Spices,Other Dals,Moong Dal,Aluminium Foil & Cling Wrap,Urad Dal,Instant Pastas,Whole Spices,Basmati Rice,Whole Spices,Whole Spices"
746,"Other Vegetables,Root Vegetables,Root Vegetables,Beans,Beans,Banana,Raisins,Namkeen,Namkeen"
747,"Other Vegetables,Root Vegetables,Raw Peanuts,Beans,Moong Dal,Moong Dal,Whole Spices,Whole Spices,Avalakki / Poha,Whole Spices,Whole Spices,Sooji & Rava,Sooji & Rava,Urad Dal,Rice Flour,Urad Dal,Glucose, Marie & Milk Biscuits,Toor Dal,Raw Rice,Toothpaste,Whole Spices,Whole Spices"
748,"Sunflower Oils,Avalakki / Poha,Sooji & Rava,Raw Rice,Raw Rice,Ground Coffee,Whole Spices,Whole Spices"
749,"Toor Dal,Beans,Jaggery,Whole Spices,Whole Spices,Whole Spices,Whole Spices,Whole Spices"
750,"Banana,Raw Peanuts,Whole Spices,Avalakki / Poha,Gourd & Cucumber,Bread,Raw Rice,Avalakki / Poha,Sunflower Oils,Hand Wash,Cashews,Raisins,Raw Rice,Organic F&V,Organic F&V,Liquid Soaps & Bars"
751,"Bread,Other Dals,Toor Dal,Other Dals,Sooji & Rava,Raw Rice,Boiled Rice,Jaggery,Sugar,Other Flours,Boiled Rice,Whole Spices,Sunflower Oils"
752,"Other Vegetables,Bread,Other Vegetables,Root Vegetables,Exotic Vegetables,Rice Flour,Ghee,Namkeen"
753,"Whole Spices,Moong Dal,Other Dals,Other Dals,Maida,Jaggery,Sugar,Other Dals,Agarbatti,Whole Spices,Whole Spices"
754,"Root Vegetables,Other Vegetables,Beans,Gourd & Cucumber,Urad Dal,Sugar,Snacky Nuts,Snacky Nuts,Avalakki / Poha,Snacky Nuts,Chips,Namkeen,Snacky Nuts"
755,"Ground Coffee,Whole Spices,Whole Spices,Avalakki / Poha,Moong Dal,Other Dals,Urad Dal,Whole Spices,Whole Spices,Jaggery,Urad Dal,Mosquito Repellent,Jaggery,Whole Spices,Other Dry Fruits,Raisins,Almonds,Other Dals,Other Dals,Other Dry Fruits,Toor Dal,Other Dals,Whole Spices,Whole Spices,Whole Spices,Whole Spices"
756,"Bread,Root Vegetables,Beans,Gourd & Cucumber,Other Dals,Gourd & Cucumber,Sugar,Brinjals,Sunflower Oils,Basmati Rice"
757,"Organic Masalas & Spices,Toor Dal,Organic Flours,Urad Dal,Organic Masalas & Spices,Organic Masalas & Spices,Organic Masalas & Spices,Boiled Rice"
758,"Bread,Gourd & Cucumber,Beans,Moong Dal,Other Dals,Other Dals,Namkeen,Other Dals,Brinjals,Cooking Paste,Toor Dal,Whole Spices"
759,"Beans,Exotic Vegetables,Gourd & Cucumber,Moong Dal,Exotic Vegetables,Beans,Gourd & Cucumber,Organic Rice & Rice Products"
760,"Whole Spices,Moong Dal,Whole Spices,Urad Dal,Sunflower Oils,Sooji & Rava,Other Rice Products,Sugar,Besan,Mosquito Repellent,Boiled Rice,Liquid Detergent,Cashews,Liquid Soaps & Bars,Toor Dal,Mustard Oils"
761,"Exotic Vegetables,Exotic Vegetables,Toor Dal,Raw Peanuts,Raw Rice,Urad Dal,Rice Flour,Maida,Sunflower Oils,Glucose, Marie & Milk Biscuits,Basmati Rice,Other Dals,Whole Spices"
762,"Whole Spices,Whole Spices,Moong Dal,Avalakki / Poha,Raw Peanuts,Sugar,Whole Spices,Sooji & Rava,Urad Dal,Jaggery,Glucose, Marie & Milk Biscuits,Phenyles & Acids,Organic F&V,Other Dals,Whole Spices"
763,"Raw Peanuts,Other Dals,Other Dals,Sugar,Urad Dal,Besan,Other Dals,Mosquito Repellent,Namkeen,Shaving Blade & Razors,Phenyles & Acids,Basmati Rice,Namkeen,Whole Spices"
764,"Moong Dal,Moong Dal,Urad Dal,Maida,Boiled Rice,Sugar,Jaggery,Sunflower Oils,Organic F&V,Other Sweets"
765,"Raw Peanuts,Whole Spices,Whole Spices,Moong Dal,Other Dals,Urad Dal,Maida,Sooji & Rava,Sooji & Rava,Sooji & Rava,Other Rice Products,Sunflower Oils,Sugar,Mosquito Repellent,Avalakki / Poha,Whole Spices,Instant Noodles,Hand Wash,Agarbatti,Other Dry Fruits,Other Dals,Whole Spices,Whole Spices,Whole Spices"
