Order,SKU,Member,Delivery Date,Name
8232216,15669825,SSSLEZO,16/01/14,Boiled Rice
8344961,15668478,SSRZOES,03/12/13,Banana
8112695,7587687,SWLNCNW,20/03/14,Organic Masalas & Spices
8204185,15669780,SSRZHCC,04/02/14,Sugar
8070264,15669881,SSRWCWC,30/03/14,Sooji & Rava
7730836,93073679,SWNNOWW,18/02/13,Namkeen
8287522,15670157,SSWZSSN,11/01/14,Organic F&V
7785531,15668449,SWOCLHE,11/11/12,Exotic Vegetables
7421133,34987224,SWEHORE,13/09/13,Ice Creams & Desserts
8353991,34986130,SSNCRLW,07/12/13,Whole Spices
8343369,7593949,SSZLHHE,01/12/13,Cream Biscuits
8063588,34990778,SWENCHZ,27/03/14,Eggs
7660824,15668689,SWORLSW,20/04/13,Root Vegetables
8148898,7580823,SWOREWH,07/03/14,Sunflower Oils
7531263,15669864,SWEEZCC,22/07/13,Other Dals
8201012,15669961,SSLLWWZ,02/02/14,Other Dry Fruits
8113176,15668478,SSWSCEN,21/03/14,Banana
7435518,15669767,SSLSZZE,22/09/13,Urad Dal
8274447,15669869,SWNNSSH,04/01/14,Moong Dal
7559542,15668688,SWHEWCO,29/06/13,Root Vegetables
7694372,7652969,SWLHHWS,21/03/13,Aluminium Foil & Cling Wrap
8080319,15669857,SSNSECH,03/04/14,Raw Peanuts
7382539,34986135,SWOZSEO,29/09/13,Whole Spices
8320908,15668465,SWHRZHH,24/12/13,Root Vegetables
8094384,15668478,SSSEWCH,11/03/14,Banana
7653432,15668688,SWNWCOL,13/04/13,Root Vegetables
7703098,15668689,SWRENHO,16/01/13,Root Vegetables
7806900,15668687,SWLWCSW,31/07/12,Root Vegetables
8145266,15669856,SWNRHWZ,06/03/14,Sugar
8141867,7569806,SSSLOHO,04/03/14,Namkeen
7457237,15668462,SWOLONZ,27/08/13,Gourd & Cucumber
8321717,15669887,SWLOREE,25/12/13,Maida
8348918,15670251,SSSSONE,04/12/13,Organic F&V
7760313,15669880,SWNHHOR,08/01/13,Sooji & Rava
8069625,15669875,SSOHZHS,01/04/14,Toor Dal
8209695,15669777,SWOESOR,06/02/14,Urad Dal
8256966,7586312,SSNNSRR,29/01/14,Snacky Nuts
7551502,7718555,SWLNLLZ,24/06/13,Other Oils
8150875,15668453,SWOSOHE,08/03/14,Brinjals
7705323,15669863,SWNOCER,19/01/13,Moong Dal
8101071,15669880,SSEHLRW,15/03/14,Sooji & Rava
8075506,15670270,SSRZHHN,01/04/14,Other Dals
8385399,7572251,SSZHOER,18/11/13,Cooking Paste
8157592,15669827,SSZRWON,11/03/14,Toor Dal
8094384,15668379,SSSEWCH,11/03/14,Other Vegetables
7496586,93141023,SWOEWRH,10/08/13,Yogurt & Lassi
7729749,15668457,SWEECSW,17/02/13,Brinjals
7757206,15668451,SWOCOOS,05/01/13,Brinjals
8151550,15669971,SWECZOC,09/03/14,Cashews
8282484,15669873,SSSCNCC,09/01/14,Whole Spices
7481117,7572254,SSZLHES,01/08/13,Cooking Sauce
8214422,15668449,SWHCOOW,07/02/14,Exotic Vegetables
7821280,15669861,SWLLZCE,09/09/12,Raw Peanuts
7675127,15670252,SWCLOCL,03/03/13,Organic F&V
8106023,15669881,SSLOEEO,17/03/14,Sooji & Rava
8069966,15669863,SSCEHNS,30/03/14,Moong Dal
8131815,15668467,SSSWORL,01/03/14,Beans
7764234,15668449,SWLOOSN,13/01/13,Exotic Vegetables
7517068,15668478,SSWWENC,14/07/13,Banana
8076206,15669832,SWOEZES,01/04/14,Sugar
8082957,7574197,SWNCOOR,04/04/14,Vermicelli
8304435,7578355,SWOZELS,15/12/13,Chinese Noodles
8279511,34986123,SWNHHRL,06/01/14,Whole Spices
8315583,15669873,SSZRRWR,21/12/13,Whole Spices
7599737,15668541,SWCOLWE,11/06/13,Buns & Pavs
8352430,15668478,SWCEWOZ,06/12/13,Banana
8284427,15669763,SSZLWOS,09/01/14,Other Dals
8101260,7570497,SSNORLN,15/03/14,Toothpaste
7821280,15669783,SWLLZCE,09/09/12,Sooji & Rava
8082175,34987567,SSSEWLS,04/04/14,Whole Spices
8138170,15669772,SWEWHLO,04/03/14,Other Dals
8198030,15669782,SSSCCOE,01/02/14,Raw Rice
8148898,7587493,SWOREWH,07/03/14,"Organic Salt,Sugar & Jaggery"
7825117,7569801,SWLHCLH,17/09/12,Namkeen
8083432,15669821,SSLLLZC,04/04/14,Whole Spices
8090614,15669873,SWOERWC,07/04/14,Whole Spices
8263472,15669818,SSLSWRE,30/12/13,Whole Spices
8080311,15669874,SSZCWCC,03/04/14,Avalakki / Poha
8087997,15668473,SWCOLON,06/04/14,Beans
7402891,15668462,SWOLLEN,10/10/13,Gourd & Cucumber
8263472,15668381,SSLSWRE,30/12/13,Other Vegetables
7708176,15669856,SWRNCEH,22/01/13,Sugar
8081573,15668458,SWORNSW,04/04/14,Brinjals
8282484,15669815,SSSCNCC,09/01/14,Jaggery
7480357,7650488,SWLNWOC,02/08/13,Other Oils
8269205,7572252,SSNOOZL,02/01/14,Cooking Paste
8331278,15669863,SWCEZWH,26/11/13,Moong Dal
8230221,34987567,SSNLCOZ,15/01/14,Whole Spices
8070481,34986449,SSSWCLL,30/03/14,Toothpaste
7675127,15670157,SWCLOCL,03/03/13,Organic F&V
8355842,15669875,SWOEOCZ,01/11/13,Toor Dal
8354716,15670250,SWEEZHL,08/12/13,Organic F&V
8084987,15669998,SSNOWOC,05/04/14,Other Dals
8096811,15668381,SSLZLCS,13/03/14,Other Vegetables
8085297,15669865,SSCSLWN,05/04/14,Other Dals
8320908,15668521,SWHRZHH,24/12/13,Bread
8070710,15668379,SSCLCSW,30/03/14,Other Vegetables
8203156,15669776,SSWNOEH,03/02/14,Other Dals
7443402,15669776,SWOSSZE,17/08/13,Other Dals
7487417,15669872,SWNWHRL,04/08/13,Avalakki / Poha
8073939,7572300,SSOSOEC,31/03/14,Namkeen
8120485,15669824,SWHSWOW,24/03/14,Raw Rice
7366964,15669878,SWELEWW,29/10/13,Toor Dal
8078249,21408947,SWNHHOE,02/04/14,Other Rice Products
7587534,15668416,SWNERHS,03/06/13,Banana
8226887,93091858,SSLZROW,13/01/14,Curd
7637074,7718198,SWOECCE,29/03/13,Mosquito Repellent
8096305,15669804,SSNEHZR,12/03/14,Cashews
8061961,15669774,SSSCOOH,27/03/14,Urad Dal
8101807,15669765,SSWERSN,15/03/14,Urad Dal
7481117,15668468,SSZLHES,01/08/13,Beans
8163444,15668453,SSRCHSH,14/02/14,Brinjals
8265392,15669861,SWCCSEN,30/12/13,Raw Peanuts
7654205,7625556,SWRHNWW,13/04/13,Ground Coffee
8063597,15669789,SSOWEOO,28/03/14,Boiled Rice
7757206,15669764,SWOCOOS,05/01/13,Besan
8226887,15668377,SSLZROW,13/01/14,Root Vegetables
8152370,7572433,SSONRWS,09/03/14,Cooking Paste
8226188,15669832,SWRCEHH,13/01/14,Sugar
8159383,93141023,SWHONHO,13/02/14,Yogurt & Lassi
8226177,15669832,SWHONHS,13/01/14,Sugar
8156893,15668451,SSZZLOE,10/03/14,Brinjals
7459927,15669864,SWOLOWW,28/08/13,Other Dals
8122344,34986125,SSLWHRH,24/03/14,Whole Spices
7765027,15670168,SWLEZRR,13/01/13,Organic F&V
8080596,34986119,SSNLZHH,03/04/14,Whole Spices
7813835,15669778,SWNLOLC,23/08/12,Other Dals
8192504,15669783,SWESLWC,29/01/14,Sooji & Rava
7382432,7572432,SWRHSEW,29/09/13,Cooking Paste
8158818,15668480,SWRLSWR,11/03/14,Bread
8061163,15669872,SWOEOHC,27/03/14,Avalakki / Poha
7754398,15668594,SWOEORS,31/12/12,Exotic Vegetables
8223433,15668688,SSZNOWR,11/02/14,Root Vegetables
8120435,15669767,SWHRZSW,23/03/14,Urad Dal
7476772,15669760,SWCZZNN,29/07/13,Whole Spices
8348918,15668462,SSSSONE,04/12/13,Gourd & Cucumber
7414189,93176431,SSSWOZW,09/09/13,Namkeen
8218426,7569799,SWOOHLC,10/02/14,Namkeen
8177589,15668416,SSOSHZS,20/02/14,Banana
7503858,15669772,SWLRZNL,14/08/13,Other Dals
8277630,34986125,SWNHZNC,05/01/14,Whole Spices
7366964,15669879,SWELEWW,29/10/13,Other Dals
8073939,15669782,SSOSOEC,31/03/14,Raw Rice
7551502,15670245,SWLNLLZ,24/06/13,Organic F&V
8078727,15669775,SSHOZRZ,03/04/14,Sooji & Rava
8075477,15669760,SSZLCSE,01/04/14,Whole Spices
8099849,15669799,SSCEWZO,14/03/14,Raisins
8176873,7569803,SWHHREO,21/02/14,Namkeen
7486730,15669976,SSSHLHL,04/08/13,Almonds
8237822,15668458,SSNZCOL,19/01/14,Brinjals
8083432,15669864,SSLLLZC,04/04/14,Other Dals
8065871,15668381,SSWCOLR,29/03/14,Other Vegetables
8348887,7653522,SWNLNRZ,04/12/13,Namkeen
8091771,15668460,SSCRENS,07/04/14,Gourd & Cucumber
8344961,7625566,SSRZOES,03/12/13,Ground Coffee
7764234,15668471,SWLOOSN,13/01/13,Beans
7817216,15668687,SWNHNRN,03/09/12,Root Vegetables
8320908,21409181,SWHRZHH,24/12/13,Brinjals
7812284,15668689,SWLLESL,21/08/12,Root Vegetables
8096457,15669887,SWEOOLR,12/03/14,Maida
8188075,15670269,SSLSZNC,25/02/14,Other Dals
8065395,7580823,SSZHLRN,28/03/14,Sunflower Oils
7454503,7574425,SWOWCRW,25/08/13,Liquid Soaps & Bars
7727449,15670168,SWOZZZE,15/02/13,Organic F&V
8198721,15669780,SWCLHHO,02/02/14,Sugar
8127465,15668687,SSEWSRE,26/02/14,Root Vegetables
8067510,15669776,SSZNRER,29/03/14,Other Dals
7764234,15668454,SWLOOSN,13/01/13,Brinjals
8120853,93176431,SSLSNCH,23/03/14,Namkeen
8119882,15669832,SSSORWE,23/03/14,Sugar
7830364,15669860,SWNECLZ,05/10/12,Moong Dal
7531263,34987566,SWEEZCC,22/07/13,Whole Spices
7585530,15668381,SWOSCLE,02/06/13,Other Vegetables
7757462,15670163,SWRLWHS,04/01/13,Organic F&V
8355025,15669818,SWOCHZL,08/12/13,Whole Spices
7825117,7572299,SWLHCLH,17/09/12,Namkeen
8083700,15669886,SWNSCOW,05/04/14,Sooji & Rava
8112726,34987567,SWREHOR,20/03/14,Whole Spices
8269031,92302710,SWRLHOS,02/01/14,Face Wash
8093760,15669792,SSESNZL,11/03/14,Other Dry Fruits
8071092,7574242,SSLNESH,30/03/14,Vermicelli
8069362,15668478,SSRENSZ,30/03/14,Banana
7738863,15668457,SWOHOER,11/12/12,Brinjals
8101813,15668381,SSOHWHC,15/03/14,Other Vegetables
7498596,7642814,SWERCNR,11/08/13,Basmati Rice
7454503,15668467,SWOWCRW,25/08/13,Beans
8064972,7582057,SSORZCC,28/03/14,Health Drinks
8080319,15668416,SSNSECH,03/04/14,Banana
8065270,15669880,SSRNLNN,28/03/14,Sooji & Rava
7762269,15669983,SWLLWNL,10/01/13,Other Dry Fruits
8188075,15669861,SSLSZNC,25/02/14,Raw Peanuts
7369866,15669772,SSWSLLZ,30/10/13,Other Dals
8149114,7594523,SSLLREN,07/03/14,Cream Biscuits
8336683,15669760,SWNCNOL,29/11/13,Whole Spices
8192768,15668470,SSNWCSH,29/01/14,Beans
8362837,15669814,SWLSCOZ,06/11/13,Jaggery
7703517,15669872,SWNNNNE,17/01/13,Avalakki / Poha
8283998,15669760,SSLRELN,09/01/14,Whole Spices
7853559,15668379,SWLHSRS,29/05/12,Other Vegetables
8315583,21408952,SSZRRWR,21/12/13,Whole Spices
8342762,15669958,SSWZRHL,02/12/13,Other Dry Fruits
8279863,34986329,SWNRHOZ,07/01/14,Raw Rice
7782046,15668459,SWNHZEE,04/11/12,Gourd & Cucumber
7768104,7572310,SWLWNZW,08/10/12,Namkeen
8179947,15668462,SWOCELW,21/02/14,Gourd & Cucumber
8069362,15668688,SSRENSZ,30/03/14,Root Vegetables
7525683,15670259,SWOCNOH,19/07/13,Organic F&V
7618684,15669857,SWOCCHL,10/05/13,Raw Peanuts
8122275,34987566,SSSCOCW,24/03/14,Whole Spices
7603462,15668416,SWLERHS,28/04/13,Banana
7382432,7623116,SWRHSEW,29/09/13,Liquid Soaps & Bars
8384422,15669860,SSWNRHC,18/11/13,Moong Dal
8237822,15668460,SSNZCOL,19/01/14,Gourd & Cucumber
7602429,15669996,SWELNZO,27/04/13,Other Dals
8116158,15669789,SSCSLSN,21/03/14,Boiled Rice
7768104,15669878,SWLWNZW,08/10/12,Toor Dal
7503858,15669861,SWLRZNL,14/08/13,Raw Peanuts
8145266,21408947,SWNRHWZ,06/03/14,Other Rice Products
8218426,15669863,SWOOHLC,10/02/14,Moong Dal
8106290,15669864,SWLCEZW,17/03/14,Other Dals
8081317,7625765,SWLZSNO,03/04/14,Sunflower Oils
7457237,15668453,SWOLONZ,27/08/13,Brinjals
8102328,15668381,SSLWEEZ,16/03/14,Other Vegetables
8122589,15669767,SWOOLZW,24/03/14,Urad Dal
8113176,93141022,SSWSCEN,21/03/14,Yogurt & Lassi
8104047,15669832,SWOZECO,16/03/14,Sugar
8104047,15669886,SWOZECO,16/03/14,Sooji & Rava
8246331,15669872,SWHLESR,24/01/14,Avalakki / Poha
8285181,15669780,SSLWWWH,09/01/14,Sugar
8076206,15668378,SWOEZES,01/04/14,Other Vegetables
8087495,15669859,SSCZRCZ,05/04/14,Toor Dal
8087997,7573381,SWCOLON,06/04/14,Mango Juices
7592127,7586509,SWEENCL,08/06/13,Namkeen
8071210,15669772,SWNORRH,31/03/14,Other Dals
8064480,7596673,SSRCENS,28/03/14,Cream Biscuits
8095702,15669835,SWRLOEC,12/03/14,Raw Rice
8064972,7623116,SSORZCC,28/03/14,Liquid Soaps & Bars
8136539,15669863,SWLLHHC,02/03/14,Moong Dal
8070481,34986121,SSSWCLL,30/03/14,Other Dry Fruits
7560723,15668379,SSWWRHW,30/06/13,Other Vegetables
8061961,15668453,SSSCOOH,27/03/14,Brinjals
8065502,15669886,SWHOORR,29/03/14,Sooji & Rava
7414189,15669782,SSSWOZW,09/09/13,Raw Rice
8227029,15669799,SSZNOHH,13/01/14,Raisins
8101018,34990778,SSLREZW,15/03/14,Eggs
8149114,21410792,SSLLREN,07/03/14,Cookies
8070710,7572303,SSCLCSW,30/03/14,Namkeen
8276422,15668468,SWEZEOZ,05/01/14,Beans
8083255,15669777,SSHHZRO,06/04/14,Urad Dal
8273464,7753779,SWECCLC,04/01/14,Health Drinks
7862826,15669818,SWLOELR,29/06/12,Whole Spices
8374672,15669798,SWNZWNZ,13/11/13,Raisins
8322799,7569802,SWOCNCN,25/12/13,Namkeen
8143429,15669777,SWNRSWS,05/03/14,Urad Dal
7705323,15669764,SWNOCER,19/01/13,Besan
8344473,7586497,SWHCCEO,02/12/13,Namkeen
7608368,34986328,SWRCSSC,04/05/13,Toor Dal
8195870,7569799,SSLLZCO,31/01/14,Namkeen
8213907,15669863,SSNZRZN,08/02/14,Moong Dal
8148898,15669772,SWOREWH,07/03/14,Other Dals
8275225,15669777,SWHECOO,05/01/14,Urad Dal
8096786,7625765,SSLLLRR,13/03/14,Sunflower Oils
7682148,15670144,SWEEWEL,09/03/13,Organic F&V
7517068,15668462,SSWWENC,14/07/13,Gourd & Cucumber
7782046,15669998,SWNHZEE,04/11/12,Other Dals
8218184,15669837,SWHLRZO,10/02/14,Raw Rice
7707108,15668381,SWONWWS,22/01/13,Other Vegetables
7501860,15668451,SWNNZHH,13/08/13,Brinjals
8253846,15669780,SWECOEO,27/01/14,Sugar
8210933,15669866,SSWCZOC,06/02/14,Other Dals
7830638,7586553,SWLSZWZ,02/10/12,Snacky Nuts
7793755,7590866,SWLWCLW,25/11/12,Yogurt & Lassi
7783137,15669824,SWOERZO,05/11/12,Raw Rice
8075456,21408942,SWNRLEZ,01/04/14,Other Rice Products
7368676,15670267,SWHCZWL,29/10/13,Toor Dal
8087495,34989595,SSCZRCZ,05/04/14,Raisins
8177589,15668375,SSOSHZS,20/02/14,Root Vegetables
7656814,15668379,SWNSONN,16/04/13,Other Vegetables
8141498,15669857,SWLRHRL,04/03/14,Raw Peanuts
8279511,15669769,SWNHHRL,06/01/14,Other Dals
7387995,15669770,SSRSNWR,01/10/13,Other Flours
7485532,7572300,SWRNESE,03/08/13,Namkeen
7470681,34986112,SWLSZSE,03/09/13,Whole Spices
8087274,15669777,SSNNLRW,05/04/14,Urad Dal
8080057,15668378,SSCLSCL,03/04/14,Other Vegetables
8081235,15669767,SSWRLOE,03/04/14,Urad Dal
8342762,15669808,SSWZRHL,02/12/13,Other Dry Fruits
8176873,7572303,SWHHREO,21/02/14,Namkeen
8273931,15669832,SSZSRHO,05/01/14,Sugar
7452011,7586502,SWHSESE,24/08/13,Chips
7752825,15669778,SWNSSEW,30/12/12,Other Dals
8144965,15669818,SSCHNCE,06/03/14,Whole Spices
8093760,34986130,SSESNZL,11/03/14,Whole Spices
8158818,15668378,SWRLSWR,11/03/14,Other Vegetables
8105118,15669772,SWHCZNL,17/03/14,Other Dals
7603462,15669865,SWLERHS,28/04/13,Other Dals
8219465,15668451,SSNSCNE,09/02/14,Brinjals
8108141,15669859,SSRCEWZ,19/03/14,Toor Dal
8141498,15669832,SWLRHRL,04/03/14,Sugar
8378408,15668465,SSWLNRZ,15/11/13,Root Vegetables
7482551,21408952,SWHWNWL,02/08/13,Whole Spices
8084238,7575497,SSZZWOR,05/04/14,Aluminium Foil & Cling Wrap
8241466,15669996,SWCLCLW,21/01/14,Other Dals
8322799,7653522,SWOCNCN,25/12/13,Namkeen
8145688,15669772,SSSHCLH,05/03/14,Other Dals
8138811,15669764,SWELRWN,03/03/14,Besan
8348918,15669783,SSSSONE,04/12/13,Sooji & Rava
7462903,15668379,SSSESRC,30/08/13,Other Vegetables
7618684,7570493,SWOCCHL,10/05/13,Shoe Polish
7754398,15670163,SWOEORS,31/12/12,Organic F&V
8065395,15668460,SSZHLRN,28/03/14,Gourd & Cucumber
8282484,15669823,SSSCNCC,09/01/14,Whole Spices
8061163,15669817,SWOEOHC,27/03/14,Whole Spices
7703517,15669781,SWNNNNE,17/01/13,Rice Flour
7752825,15669832,SWNSSEW,30/12/12,Sugar
8112726,7593949,SWREHOR,20/03/14,Cream Biscuits
8194178,15668595,SWOOLLE,30/01/14,Exotic Vegetables
8253846,15669988,SWECOEO,27/01/14,Other Dals
7406752,15668468,SSSHZHS,05/09/13,Beans
7544462,15669880,SWCRRCE,19/06/13,Sooji & Rava
8150141,21408952,SWHHSNW,08/03/14,Whole Spices
8279743,15669988,SWCCLHS,07/01/14,Other Dals
7782046,15669859,SWNHZEE,04/11/12,Toor Dal
8284427,15669864,SSZLWOS,09/01/14,Other Dals
8069362,15669880,SSRENSZ,30/03/14,Sooji & Rava
8191841,15669856,SWLWCHH,26/02/14,Sugar
8122275,15669818,SSSCOCW,24/03/14,Whole Spices
7531263,15668462,SWEEZCC,22/07/13,Gourd & Cucumber
8269483,34992815,SSNERHE,02/01/14,Cookies
8352895,15669832,SSRSRSO,06/12/13,Sugar
8106023,15669772,SSLOEEO,17/03/14,Other Dals
7440894,7569801,SSWZHRR,16/08/13,Namkeen
8078249,7594817,SWNHHOE,02/04/14,Instant Noodles
8064480,15669799,SSRCENS,28/03/14,Raisins
8082957,15670009,SWNCOOR,04/04/14,Almonds
8134370,15669881,SWOSCLN,03/03/14,Sooji & Rava
8081317,15669996,SWLZSNO,03/04/14,Other Dals
7757462,15670192,SWRLWHS,04/01/13,Organic F&V
8271902,15669887,SWRCNLO,04/01/14,Maida
8316970,15670267,SWENWSO,22/12/13,Toor Dal
7476772,15669988,SWCZZNN,29/07/13,Other Dals
7487417,15669790,SWNWHRL,04/08/13,Other Rice Products
8089133,15668381,SWONORL,06/04/14,Other Vegetables
8236676,15669869,SSSNHRZ,19/01/14,Moong Dal
7753069,15670260,SWLEOSS,31/12/12,Organic F&V
7730836,7629391,SWNNOWW,18/02/13,"Glucose, Marie & Milk Biscuits"
7470681,34986123,SWLSZSE,03/09/13,Whole Spices
7580491,15668451,SWOLOOS,29/05/13,Brinjals
8112726,34986129,SWREHOR,20/03/14,Whole Spices
8106887,15668378,SSSOOZC,17/03/14,Other Vegetables
7439628,7587673,SSZZLHW,16/08/13,Organic Dals & Pulses
8069362,15668460,SSRENSZ,30/03/14,Gourd & Cucumber
7728660,15670157,SWOZOSC,16/02/13,Organic F&V
7826710,7572240,SWNWSCO,25/09/12,Instant Noodles
7473154,15669880,SWCRZCH,27/07/13,Sooji & Rava
8105205,15669829,SWRNHCS,17/03/14,Raw Rice
8083432,15668381,SSLLLZC,04/04/14,Other Vegetables
8191090,15670250,SSWNLNH,26/02/14,Organic F&V
7738863,15668451,SWOHOER,11/12/12,Brinjals
8353591,15669869,SSSNZHO,06/12/13,Moong Dal
7533198,15668379,SSSZWHO,23/07/13,Other Vegetables
8176127,15668381,SWNLWHR,19/02/14,Other Vegetables
7682148,15668379,SWEEWEL,09/03/13,Other Vegetables
7485532,7586504,SWRNESE,03/08/13,Snacky Nuts
8287030,15669761,SWOHOZL,10/01/14,Whole Spices
7399616,15670251,SSLWESH,08/10/13,Organic F&V
8202458,15668375,SSRCRSO,03/02/14,Root Vegetables
7517755,15668478,SSZEWNZ,14/07/13,Banana
8097385,7608483,SSENHNN,13/03/14,"Shaving Cream, Foam & Gels"
8079264,7630963,SWNEHSL,02/04/14,Tomato Ketchup
8346285,34986130,SWHENWW,03/12/13,Whole Spices
8378408,15668375,SSWLNRZ,15/11/13,Root Vegetables
7618134,15668379,SWLWNWH,08/05/13,Other Vegetables
8078727,15669970,SSHOZRZ,03/04/14,Cashews
7748353,15668460,SWNROCL,22/12/12,Gourd & Cucumber
8192504,15668688,SWESLWC,29/01/14,Root Vegetables
8321717,15669772,SWLOREE,25/12/13,Other Dals
8116158,15669760,SSCSLSN,21/03/14,Whole Spices
8352895,15669819,SSRSRSO,06/12/13,Other Dals
8080311,15669783,SSZCWCC,03/04/14,Sooji & Rava
8116158,34987566,SSCSLSN,21/03/14,Whole Spices
8112695,7587494,SWLNCNW,20/03/14,Organic Masalas & Spices
8128430,15668460,SWCEHCR,27/02/14,Gourd & Cucumber
8079315,7598777,SSSHNNH,02/04/14,Agarbatti
8099163,15670269,SSRCCNE,14/03/14,Other Dals
8089518,15669817,SSWOSRE,06/04/14,Whole Spices
7410387,93176431,SWOWNNR,06/09/13,Namkeen
7721190,15668685,SWOHCHL,09/02/13,Beans
8230221,21409130,SSNLCOZ,15/01/14,Other Flours
8241466,15668379,SWCLCLW,21/01/14,Other Vegetables
8268678,7572311,SSWNEHR,01/01/14,Namkeen
7850334,15668452,SWLLZEO,15/05/12,Brinjals
8279863,15669763,SWNRHOZ,07/01/14,Other Dals
8262498,21408942,SWRHZSH,29/12/13,Other Rice Products
8258691,34992815,SSZNWWS,27/12/13,Cookies
8071210,15669764,SWNORRH,31/03/14,Besan
8131723,15668379,SWNRNSO,01/03/14,Other Vegetables
7603462,15668448,SWLERHS,28/04/13,Exotic Vegetables
8084306,15669770,SWOCZER,04/04/14,Other Flours
8089417,15670252,SWCCRWR,06/04/14,Organic F&V
7362980,15669977,SWEOLLO,26/10/13,Almonds
8064972,7580802,SSORZCC,28/03/14,Sunflower Oils
8084238,15668520,SSZZWOR,05/04/14,Bread
8079264,15669829,SWNEHSL,02/04/14,Raw Rice
8080596,15669760,SSNLZHH,03/04/14,Whole Spices
8136393,15669870,SSWWNCH,02/03/14,Sooji & Rava
7850334,15668474,SWLLZEO,15/05/12,Beans
7631002,15668381,SWHRWCO,19/05/13,Other Vegetables
7551502,92380533,SWLNLLZ,24/06/13,Regular Pasta
8131359,15668453,SWHRCEO,28/02/14,Brinjals
8247161,15668381,SWONLWN,23/01/14,Other Vegetables
8065502,15669763,SWHOORR,29/03/14,Other Dals
7757206,15668459,SWOCOOS,05/01/13,Gourd & Cucumber
8106290,15668466,SWLCEZW,17/03/14,Root Vegetables
8258691,15668467,SSZNWWS,27/12/13,Beans
7558409,7593949,SWLRNLH,29/06/13,Cream Biscuits
7527581,15669871,SWCCOLE,20/07/13,Other Rice Products
8304435,15669885,SWOZELS,15/12/13,Moong Dal
8130134,15668377,SWONECO,27/02/14,Root Vegetables
7618684,7624786,SWOCCHL,10/05/13,Ghee
8199996,7587494,SWRHNSN,02/02/14,Organic Masalas & Spices
8279863,15669857,SWNRHOZ,07/01/14,Raw Peanuts
8282341,15668460,SSRORNN,08/01/14,Gourd & Cucumber
8077922,34986125,SWNNRHE,02/04/14,Whole Spices
8204185,15669821,SSRZHCC,04/02/14,Whole Spices
8061159,15668594,SWHRRNR,26/03/14,Exotic Vegetables
8065445,7753743,SSHCESW,28/03/14,Health Drinks
8074318,34987224,SSHCNOH,02/04/14,Ice Creams & Desserts
8125808,7753734,SWRHZOO,26/03/14,Health Drinks
8265546,7570762,SWNCLZZ,30/12/13,Shaving Blade & Razors
8262498,15669869,SWRHZSH,29/12/13,Moong Dal
8079315,7593949,SSSHNNH,02/04/14,Cream Biscuits
8106023,15668468,SSLOEEO,17/03/14,Beans
7344710,15668462,SWRHERW,15/10/13,Gourd & Cucumber
8101071,15668687,SSEHLRW,15/03/14,Root Vegetables
7671910,15668688,SWLLZEH,27/02/13,Root Vegetables
8109885,15669767,SWCHLSS,18/03/14,Urad Dal
8245100,34986120,SSCLWOR,22/01/14,Other Dry Fruits
7700376,15668381,SWEEOEO,26/03/13,Other Vegetables
8270508,6884195,SWOCEOZ,02/01/14,Instant Noodles
8133880,15668478,SSLWESO,01/03/14,Banana
7699855,15668462,SWOHOZR,27/03/13,Gourd & Cucumber
7406145,15669880,SWLSWLN,04/09/13,Sooji & Rava
7783825,15668379,SWNSRNC,08/11/12,Other Vegetables
8067980,15669863,SSOSOCH,29/03/14,Moong Dal
8153266,93134499,SSZLEOL,09/03/14,"Glucose, Marie & Milk Biscuits"
8081573,15668451,SWORNSW,04/04/14,Brinjals
8256932,15669818,SWORCOW,29/01/14,Whole Spices
8061159,15668465,SWHRRNR,26/03/14,Root Vegetables
8353451,15668381,SSNOWZE,06/12/13,Other Vegetables
7457237,15669856,SWOLONZ,27/08/13,Sugar
8180759,15669860,SSWWLCZ,22/02/14,Moong Dal
8263472,7637309,SSLSWRE,30/12/13,Mosquito Repellent
7544462,34986135,SWCRRCE,19/06/13,Whole Spices
7452011,7572304,SWHSESE,24/08/13,Namkeen
7397516,15669783,SWLEOEC,07/10/13,Sooji & Rava
8075506,15669764,SSRZHHN,01/04/14,Besan
8157592,15669873,SSZRWON,11/03/14,Whole Spices
8385399,34986075,SSZHOER,18/11/13,Ghee
7764985,15668688,SWOHWWN,12/01/13,Root Vegetables
7753069,15670160,SWLEOSS,31/12/12,Organic F&V
8157592,15669810,SSZRWON,11/03/14,Almonds
8074454,7625765,SWOWSZW,01/04/14,Sunflower Oils
8275225,15670269,SWHECOO,05/01/14,Other Dals
8269393,15669767,SSSCNRE,02/01/14,Urad Dal
8090614,15669777,SWOERWC,07/04/14,Urad Dal
7825117,15668378,SWLHCLH,17/09/12,Other Vegetables
7752825,15669767,SWNSSEW,30/12/12,Urad Dal
8135835,15669787,SSZEWOW,02/03/14,Raw Rice
8108886,15669830,SWLHONH,18/03/14,Other Rice Products
8061560,15668381,SSWLLSL,26/03/14,Other Vegetables
8145688,15668475,SSSHCLH,05/03/14,Beans
8096305,15669781,SSNEHZR,12/03/14,Rice Flour
8089497,15669778,SWHOECO,06/04/14,Other Dals
8341901,15669773,SSRENRS,01/12/13,Urad Dal
8236676,15669772,SSSNHRZ,19/01/14,Other Dals
7813835,15669885,SWNLOLC,23/08/12,Moong Dal
8138170,15669856,SWEWHLO,04/03/14,Sugar
8192768,15668688,SSNWCSH,29/01/14,Root Vegetables
