basket_id,basket_skus,basket_names,recommended_skus,recommended_names,recommended_details
7544462,15669764; 15669880; 34986135; 15669884; 15668520; 7548730,Besan; Sooji & Rava; Whole Spices; Whole Spices; Bread; Organic Flours,15668462,Gourd & Cucumber,"15668462 (Gourd & Cucumber) - Conf: 0.1691, Lift: 1.3502, Factor: 1"
7551396,15669860; 15668688; 15669769; 15670251; 15669878; 15669818; 15669761,Moong Dal; Root Vegetables; Other Dals; Organic F&V; Toor Dal; Whole Spices; Whole Spices,15668381; 15668378; 15668688; 15669878; 15668379; 15668460; 15668465,Other Vegetables; Other Vegetables; Root Vegetables; Toor Dal; Other Vegetables; Gourd & Cucumber; Root Vegetables,"15668381 (Other Vegetables) - Conf: 0.2985, Lift: 1.4617, Factor: 1; 15668378 (Other Vegetables) - Conf: 0.2837, Lift: 2.0794, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.2713, Lift: 1.4609, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2630, Lift: 1.5338, Factor: 1; 15668379 (Other Vegetables) - Conf: 0.2492, Lift: 1.3502, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.2440, Lift: 1.3221, Factor: 1; 15668465 (Root Vegetables) - Conf: 0.2350, Lift: 1.8146, Factor: 1"
7551502,7718555; 15670245; 92380533; 15668477; 15670157; 15669824; 15668471; 15670246; 15668449; 15669868; 15668688; 7587667; 15669965,Other Oils; Organic F&V; Regular Pasta; Exotic Vegetables; Organic F&V; Raw Rice; Beans; Organic F&V; Exotic Vegetables; Other Dals; Root Vegetables; Organic Dals & Pulses; Raisins,15668381; 15668378; 15668688; 15669878; 15668465,Other Vegetables; Other Vegetables; Root Vegetables; Toor Dal; Root Vegetables,"15668381 (Other Vegetables) - Conf: 0.2985, Lift: 1.4617, Factor: 1; 15668378 (Other Vegetables) - Conf: 0.2837, Lift: 2.0794, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.2713, Lift: 1.4609, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2630, Lift: 1.5338, Factor: 1; 15668465 (Root Vegetables) - Conf: 0.2350, Lift: 1.8146, Factor: 1"
7552098,15668379; 15668463; 15668381; 15668451; 15668457; 15668474,Other Vegetables; Gourd & Cucumber; Other Vegetables; Brinjals; Brinjals; Beans,15669760; 15668381; 15668688; 15668460; 15668379; 15669878; 15668467; 15668478; 15668462; 15668465,Whole Spices; Other Vegetables; Root Vegetables; Gourd & Cucumber; Other Vegetables; Toor Dal; Beans; Banana; Gourd & Cucumber; Root Vegetables,"15669760 (Whole Spices) - Conf: 0.3992, Lift: 3.3414, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.3695, Lift: 1.8093, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.3496, Lift: 1.8820, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.3446, Lift: 1.8670, Factor: 1; 15668379 (Other Vegetables) - Conf: 0.3415, Lift: 1.8499, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2975, Lift: 1.7348, Factor: 1; 15668467 (Beans) - Conf: 0.2769, Lift: 2.0591, Factor: 1; 15668478 (Banana) - Conf: 0.2619, Lift: 1.8369, Factor: 1; 15668462 (Gourd & Cucumber) - Conf: 0.2579, Lift: 2.0591, Factor: 1; 15668465 (Root Vegetables) - Conf: 0.2573, Lift: 1.9869, Factor: 1"
7552991,15669815; 15670245; 7753732; 15668460; 15668381; 15668474; 15669998; 15670157; 15669780,Jaggery; Organic F&V; Health Drinks; Gourd & Cucumber; Other Vegetables; Beans; Other Dals; Organic F&V; Sugar,15669760; 15668381; 15668688; 15668460; 15669878; 15669777; 15668462; 15668478; 15668378; 15669780,Whole Spices; Other Vegetables; Root Vegetables; Gourd & Cucumber; Toor Dal; Urad Dal; Gourd & Cucumber; Banana; Other Vegetables; Sugar,"15669760 (Whole Spices) - Conf: 0.3992, Lift: 3.3414, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.3695, Lift: 1.8093, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.3690, Lift: 1.9869, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.3340, Lift: 1.8093, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2975, Lift: 1.7348, Factor: 1; 15669777 (Urad Dal) - Conf: 0.2888, Lift: 2.5928, Factor: 1; 15668462 (Gourd & Cucumber) - Conf: 0.2579, Lift: 2.0591, Factor: 1; 15668478 (Banana) - Conf: 0.2448, Lift: 1.7170, Factor: 1; 15668378 (Other Vegetables) - Conf: 0.2317, Lift: 1.6987, Factor: 1; 15669780 (Sugar) - Conf: 0.2270, Lift: 1.5338, Factor: 1"
7558409,15669885; 7593949; 15668458; 34987569; 15668460; 15668379,Moong Dal; Cream Biscuits; Brinjals; Powdered Spices; Gourd & Cucumber; Other Vegetables,15668688; 15668460; 15668379; 15668381; 15669777; 15668467; 15669878; 15668478; 15668465; 15669780,Root Vegetables; Gourd & Cucumber; Other Vegetables; Other Vegetables; Urad Dal; Beans; Toor Dal; Banana; Root Vegetables; Sugar,"15668688 (Root Vegetables) - Conf: 0.3690, Lift: 1.9869, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.3446, Lift: 1.8670, Factor: 1; 15668379 (Other Vegetables) - Conf: 0.3415, Lift: 1.8499, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.3266, Lift: 1.5993, Factor: 1; 15669777 (Urad Dal) - Conf: 0.2888, Lift: 2.5928, Factor: 1; 15668467 (Beans) - Conf: 0.2769, Lift: 2.0591, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2736, Lift: 1.5952, Factor: 1; 15668478 (Banana) - Conf: 0.2619, Lift: 1.8369, Factor: 1; 15668465 (Root Vegetables) - Conf: 0.2573, Lift: 1.9869, Factor: 1; 15669780 (Sugar) - Conf: 0.2270, Lift: 1.5338, Factor: 1"
7559166,15668685; 15668469; 15668465; 15668462; 15668451; 15668687; 15668457,Beans; Beans; Root Vegetables; Gourd & Cucumber; Brinjals; Root Vegetables; Brinjals,15668381; 15668688; 15668379; 15668467; 15669878; 15669869; 15669860,Other Vegetables; Root Vegetables; Other Vegetables; Beans; Toor Dal; Moong Dal; Moong Dal,"15668381 (Other Vegetables) - Conf: 0.4010, Lift: 1.9633, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.3189, Lift: 1.7170, Factor: 1; 15668379 (Other Vegetables) - Conf: 0.2976, Lift: 1.6124, Factor: 1; 15668467 (Beans) - Conf: 0.2531, Lift: 1.8820, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2516, Lift: 1.4669, Factor: 1; 15669869 (Moong Dal) - Conf: 0.2022, Lift: 1.5952, Factor: 1; 15669860 (Moong Dal) - Conf: 0.1865, Lift: 1.7348, Factor: 1"
7559542,15668460; 15668381; 15669856; 15669764; 15668688; 15668468; 15668458; 15669861; 15668378,Gourd & Cucumber; Other Vegetables; Sugar; Besan; Root Vegetables; Beans; Brinjals; Raw Peanuts; Other Vegetables,15669760; 15668381; 15668688; 15668460; 15669869; 15669821; 15669878; 15669777; 15668378; 15668467,Whole Spices; Other Vegetables; Root Vegetables; Gourd & Cucumber; Moong Dal; Whole Spices; Toor Dal; Urad Dal; Other Vegetables; Beans,"15669760 (Whole Spices) - Conf: 0.3992, Lift: 3.3414, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.3695, Lift: 1.8093, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.3690, Lift: 1.9869, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.3340, Lift: 1.8093, Factor: 1; 15669869 (Moong Dal) - Conf: 0.3287, Lift: 2.5928, Factor: 1; 15669821 (Whole Spices) - Conf: 0.3065, Lift: 3.3414, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2975, Lift: 1.7348, Factor: 1; 15669777 (Urad Dal) - Conf: 0.2888, Lift: 2.5928, Factor: 1; 15668378 (Other Vegetables) - Conf: 0.2837, Lift: 2.0794, Factor: 1; 15668467 (Beans) - Conf: 0.2797, Lift: 2.0794, Factor: 1"
7560723,7593949; 15668379; 15669763; 7572313; 92388173; 15669885; 15668462; 15669864,Cream Biscuits; Other Vegetables; Other Dals; Namkeen; Namkeen; Moong Dal; Gourd & Cucumber; Other Dals,15668381; 15668688; 15668460; 15668379; 15668467; 15668478; 15668465; 15669860; 15668685,Other Vegetables; Root Vegetables; Gourd & Cucumber; Other Vegetables; Beans; Banana; Root Vegetables; Moong Dal; Beans,"15668381 (Other Vegetables) - Conf: 0.4010, Lift: 1.9633, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.3496, Lift: 1.8820, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.3446, Lift: 1.8670, Factor: 1; 15668379 (Other Vegetables) - Conf: 0.3415, Lift: 1.8499, Factor: 1; 15668467 (Beans) - Conf: 0.2769, Lift: 2.0591, Factor: 1; 15668478 (Banana) - Conf: 0.2619, Lift: 1.8369, Factor: 1; 15668465 (Root Vegetables) - Conf: 0.2573, Lift: 1.9869, Factor: 1; 15669860 (Moong Dal) - Conf: 0.1865, Lift: 1.7348, Factor: 1; 15668685 (Beans) - Conf: 0.1528, Lift: 1.9633, Factor: 1"
7565166,15668458; 15668416; 15668455; 15668469; 15668463; 15668460; 15668379,Brinjals; Banana; Brinjals; Beans; Gourd & Cucumber; Gourd & Cucumber; Other Vegetables,15668688; 15668460; 15668379; 15668381; 15669777; 15668467; 15669878; 15668478; 15668465; 15669780,Root Vegetables; Gourd & Cucumber; Other Vegetables; Other Vegetables; Urad Dal; Beans; Toor Dal; Banana; Root Vegetables; Sugar,"15668688 (Root Vegetables) - Conf: 0.3690, Lift: 1.9869, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.3446, Lift: 1.8670, Factor: 1; 15668379 (Other Vegetables) - Conf: 0.3415, Lift: 1.8499, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.3266, Lift: 1.5993, Factor: 1; 15669777 (Urad Dal) - Conf: 0.2888, Lift: 2.5928, Factor: 1; 15668467 (Beans) - Conf: 0.2769, Lift: 2.0591, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2736, Lift: 1.5952, Factor: 1; 15668478 (Banana) - Conf: 0.2619, Lift: 1.8369, Factor: 1; 15668465 (Root Vegetables) - Conf: 0.2573, Lift: 1.9869, Factor: 1; 15669780 (Sugar) - Conf: 0.2270, Lift: 1.5338, Factor: 1"
7580491,15668451; 15669775; 15668379; 15668462; 15669782; 15669859; 92388173; 15668478,Brinjals; Sooji & Rava; Other Vegetables; Gourd & Cucumber; Raw Rice; Toor Dal; Namkeen; Banana,15668381; 15668688; 15668460; 15668379; 15668467; 15668478; 15668465; 15669860; 15669863; 15668685,Other Vegetables; Root Vegetables; Gourd & Cucumber; Other Vegetables; Beans; Banana; Root Vegetables; Moong Dal; Moong Dal; Beans,"15668381 (Other Vegetables) - Conf: 0.4010, Lift: 1.9633, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.3496, Lift: 1.8820, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.3446, Lift: 1.8670, Factor: 1; 15668379 (Other Vegetables) - Conf: 0.3415, Lift: 1.8499, Factor: 1; 15668467 (Beans) - Conf: 0.2769, Lift: 2.0591, Factor: 1; 15668478 (Banana) - Conf: 0.2619, Lift: 1.8369, Factor: 1; 15668465 (Root Vegetables) - Conf: 0.2573, Lift: 1.9869, Factor: 1; 15669860 (Moong Dal) - Conf: 0.1865, Lift: 1.7348, Factor: 1; 15669863 (Moong Dal) - Conf: 0.1820, Lift: 1.4669, Factor: 1; 15668685 (Beans) - Conf: 0.1528, Lift: 1.9633, Factor: 1"
7581908,15669988; 15668688; 7574197; 15669885; 15669864; 15668494; 15669872; 34986328; 15669765; 15668378,Other Dals; Root Vegetables; Vermicelli; Moong Dal; Other Dals; Exotic Vegetables; Avalakki / Poha; Toor Dal; Urad Dal; Other Vegetables,15669869; 15669821; 15668381; 15668378; 15668467; 15668688; 15669878; 15668465; 15668458,Moong Dal; Whole Spices; Other Vegetables; Other Vegetables; Beans; Root Vegetables; Toor Dal; Root Vegetables; Brinjals,"15669869 (Moong Dal) - Conf: 0.3287, Lift: 2.5928, Factor: 1; 15669821 (Whole Spices) - Conf: 0.3065, Lift: 3.3414, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.2985, Lift: 1.4617, Factor: 1; 15668378 (Other Vegetables) - Conf: 0.2837, Lift: 2.0794, Factor: 1; 15668467 (Beans) - Conf: 0.2797, Lift: 2.0794, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.2713, Lift: 1.4609, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2630, Lift: 1.5338, Factor: 1; 15668465 (Root Vegetables) - Conf: 0.2350, Lift: 1.8146, Factor: 1; 15668458 (Brinjals) - Conf: 0.1921, Lift: 2.4674, Factor: 1"
7582160,15668688; 15669866; 15669769; 15669778; 15668685; 15670157,Root Vegetables; Other Dals; Other Dals; Other Dals; Beans; Organic F&V,15668381; 15668379; 15668378; 15668688; 15669878; 15668465,Other Vegetables; Other Vegetables; Other Vegetables; Root Vegetables; Toor Dal; Root Vegetables,"15668381 (Other Vegetables) - Conf: 0.2985, Lift: 1.4617, Factor: 1; 15668379 (Other Vegetables) - Conf: 0.2976, Lift: 1.6124, Factor: 1; 15668378 (Other Vegetables) - Conf: 0.2837, Lift: 2.0794, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.2713, Lift: 1.4609, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2630, Lift: 1.5338, Factor: 1; 15668465 (Root Vegetables) - Conf: 0.2350, Lift: 1.8146, Factor: 1"
7583327,15669863; 15668460; 15669866; 15668462; 15668379; 15668457; 15669860,Moong Dal; Gourd & Cucumber; Other Dals; Gourd & Cucumber; Other Vegetables; Brinjals; Moong Dal,15668381; 15668688; 15668460; 15668379; 15669777; 15668467; 15669878; 15668478; 15668465; 15669780,Other Vegetables; Root Vegetables; Gourd & Cucumber; Other Vegetables; Urad Dal; Beans; Toor Dal; Banana; Root Vegetables; Sugar,"15668381 (Other Vegetables) - Conf: 0.4010, Lift: 1.9633, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.3690, Lift: 1.9869, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.3446, Lift: 1.8670, Factor: 1; 15668379 (Other Vegetables) - Conf: 0.3415, Lift: 1.8499, Factor: 1; 15669777 (Urad Dal) - Conf: 0.2888, Lift: 2.5928, Factor: 1; 15668467 (Beans) - Conf: 0.2769, Lift: 2.0591, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2736, Lift: 1.5952, Factor: 1; 15668478 (Banana) - Conf: 0.2619, Lift: 1.8369, Factor: 1; 15668465 (Root Vegetables) - Conf: 0.2573, Lift: 1.9869, Factor: 1; 15669780 (Sugar) - Conf: 0.2270, Lift: 1.5338, Factor: 1"
7584632,15669780; 7634445; 15669812; 15670270; 7624786; 15669969; 15669868; 7613346; 15669869; 15669765,Sugar; Sunflower Oils; Jaggery; Other Dals; Ghee; Cashews; Other Dals; Honey; Moong Dal; Urad Dal,15668460; 15668478; 15668467,Gourd & Cucumber; Banana; Beans,"15668460 (Gourd & Cucumber) - Conf: 0.2443, Lift: 1.3233, Factor: 1; 15668478 (Banana) - Conf: 0.1887, Lift: 1.3233, Factor: 1; 15668467 (Beans) - Conf: 0.1775, Lift: 1.3195, Factor: 1"
7585530,15668520; 15668688; 15668457; 15668381; 15668685; 15668378,Bread; Root Vegetables; Brinjals; Other Vegetables; Beans; Other Vegetables,15669760; 15668381; 15669869; 15669821; 15668460; 15668688; 15668379; 15669878; 15668378; 15668467,Whole Spices; Other Vegetables; Moong Dal; Whole Spices; Gourd & Cucumber; Root Vegetables; Other Vegetables; Toor Dal; Other Vegetables; Beans,"15669760 (Whole Spices) - Conf: 0.3992, Lift: 3.3414, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.3695, Lift: 1.8093, Factor: 1; 15669869 (Moong Dal) - Conf: 0.3287, Lift: 2.5928, Factor: 1; 15669821 (Whole Spices) - Conf: 0.3065, Lift: 3.3414, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.3037, Lift: 1.6454, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.3027, Lift: 1.6298, Factor: 1; 15668379 (Other Vegetables) - Conf: 0.2976, Lift: 1.6124, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2975, Lift: 1.7348, Factor: 1; 15668378 (Other Vegetables) - Conf: 0.2837, Lift: 2.0794, Factor: 1; 15668467 (Beans) - Conf: 0.2797, Lift: 2.0794, Factor: 1"
7587534,15668416; 7623116; 15669983; 15670157; 15670248; 15669832; 15668467; 7612452,Banana; Liquid Soaps & Bars; Other Dry Fruits; Organic F&V; Organic F&V; Sugar; Beans; Other Oils,15668460; 15668381; 15668462; 15668468,Gourd & Cucumber; Other Vegetables; Gourd & Cucumber; Beans,"15668460 (Gourd & Cucumber) - Conf: 0.4554, Lift: 2.4674, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.3171, Lift: 1.5525, Factor: 1; 15668462 (Gourd & Cucumber) - Conf: 0.2338, Lift: 1.8670, Factor: 1; 15668468 (Beans) - Conf: 0.1846, Lift: 1.4609, Factor: 1"
7587814,15670251; 15669765; 15668381; 15668688; 15670157; 15669872; 7580811; 15669764; 15669886,Organic F&V; Urad Dal; Other Vegetables; Root Vegetables; Organic F&V; Avalakki / Poha; Sunflower Oils; Besan; Sooji & Rava,15669760; 15668381; 15668460; 15668688; 15669878; 15668378; 15668462; 15668478; 15668465,Whole Spices; Other Vegetables; Gourd & Cucumber; Root Vegetables; Toor Dal; Other Vegetables; Gourd & Cucumber; Banana; Root Vegetables,"15669760 (Whole Spices) - Conf: 0.3992, Lift: 3.3414, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.3695, Lift: 1.8093, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.3037, Lift: 1.6454, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.3027, Lift: 1.6298, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2975, Lift: 1.7348, Factor: 1; 15668378 (Other Vegetables) - Conf: 0.2837, Lift: 2.0794, Factor: 1; 15668462 (Gourd & Cucumber) - Conf: 0.2579, Lift: 2.0591, Factor: 1; 15668478 (Banana) - Conf: 0.2448, Lift: 1.7170, Factor: 1; 15668465 (Root Vegetables) - Conf: 0.2350, Lift: 1.8146, Factor: 1"
7592127,93141023; 15668478; 7586509; 93141022; 15668480; 7569801; 7572306; 7678784,Yogurt & Lassi; Banana; Namkeen; Yogurt & Lassi; Bread; Namkeen; Snacky Nuts; Packaged Drinking Water,15668379; 15668688; 15668465; 15669863,Other Vegetables; Root Vegetables; Root Vegetables; Moong Dal,"15668379 (Other Vegetables) - Conf: 0.3008, Lift: 1.6298, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.2585, Lift: 1.3917, Factor: 1; 15668465 (Root Vegetables) - Conf: 0.2378, Lift: 1.8369, Factor: 1; 15669863 (Moong Dal) - Conf: 0.1820, Lift: 1.4669, Factor: 1"
7599737,15668541; 15669866; 15668457; 15670269; 15670157; 15668379; 15668688; 15669880,Buns & Pavs; Other Dals; Brinjals; Other Dals; Organic F&V; Other Vegetables; Root Vegetables; Sooji & Rava,15668688; 15668460; 15668379; 15668381; 15668378; 15668467; 15669878; 15668478; 15668465; 15668685,Root Vegetables; Gourd & Cucumber; Other Vegetables; Other Vegetables; Other Vegetables; Beans; Toor Dal; Banana; Root Vegetables; Beans,"15668688 (Root Vegetables) - Conf: 0.3496, Lift: 1.8820, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.3446, Lift: 1.8670, Factor: 1; 15668379 (Other Vegetables) - Conf: 0.3415, Lift: 1.8499, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.2985, Lift: 1.4617, Factor: 1; 15668378 (Other Vegetables) - Conf: 0.2837, Lift: 2.0794, Factor: 1; 15668467 (Beans) - Conf: 0.2769, Lift: 2.0591, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2630, Lift: 1.5338, Factor: 1; 15668478 (Banana) - Conf: 0.2619, Lift: 1.8369, Factor: 1; 15668465 (Root Vegetables) - Conf: 0.2573, Lift: 1.9869, Factor: 1; 15668685 (Beans) - Conf: 0.1528, Lift: 1.9633, Factor: 1"
7602429,15669760; 15669996; 15668688; 15668379; 7578351; 15668594,Whole Spices; Other Dals; Root Vegetables; Other Vegetables; Chinese Noodles; Exotic Vegetables,15668688; 15668460; 15668379; 15668381; 15668378; 15668467; 15669878; 15668478; 15668465; 15668468,Root Vegetables; Gourd & Cucumber; Other Vegetables; Other Vegetables; Other Vegetables; Beans; Toor Dal; Banana; Root Vegetables; Beans,"15668688 (Root Vegetables) - Conf: 0.3496, Lift: 1.8820, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.3446, Lift: 1.8670, Factor: 1; 15668379 (Other Vegetables) - Conf: 0.3415, Lift: 1.8499, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.2985, Lift: 1.4617, Factor: 1; 15668378 (Other Vegetables) - Conf: 0.2837, Lift: 2.0794, Factor: 1; 15668467 (Beans) - Conf: 0.2769, Lift: 2.0591, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2630, Lift: 1.5338, Factor: 1; 15668478 (Banana) - Conf: 0.2619, Lift: 1.8369, Factor: 1; 15668465 (Root Vegetables) - Conf: 0.2573, Lift: 1.9869, Factor: 1; 15668468 (Beans) - Conf: 0.1754, Lift: 1.3874, Factor: 1"
7602550,15668519; 7587667; 15670241; 15668381; 15670157; 7587657; 15670260,Bread; Organic Dals & Pulses; Organic F&V; Other Vegetables; Organic F&V; Organic Dals & Pulses; Organic F&V,15669760; 15668381; 15668460; 15668688; 15669878; 15668462; 15668478; 15668378; 15668465,Whole Spices; Other Vegetables; Gourd & Cucumber; Root Vegetables; Toor Dal; Gourd & Cucumber; Banana; Other Vegetables; Root Vegetables,"15669760 (Whole Spices) - Conf: 0.3992, Lift: 3.3414, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.3695, Lift: 1.8093, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.3037, Lift: 1.6454, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.3027, Lift: 1.6298, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2975, Lift: 1.7348, Factor: 1; 15668462 (Gourd & Cucumber) - Conf: 0.2579, Lift: 2.0591, Factor: 1; 15668478 (Banana) - Conf: 0.2448, Lift: 1.7170, Factor: 1; 15668378 (Other Vegetables) - Conf: 0.2317, Lift: 1.6987, Factor: 1; 15668465 (Root Vegetables) - Conf: 0.2088, Lift: 1.6124, Factor: 1"
7603462,15669817; 15668416; 15669865; 15668448; 15669866; 15668474; 15668685; 15668451; 15669764; 15669856,Whole Spices; Banana; Other Dals; Exotic Vegetables; Other Dals; Beans; Beans; Brinjals; Besan; Sugar,15668379; 15668462,Other Vegetables; Gourd & Cucumber,"15668379 (Other Vegetables) - Conf: 0.2976, Lift: 1.6124, Factor: 1; 15668462 (Gourd & Cucumber) - Conf: 0.1691, Lift: 1.3502, Factor: 1"
7604413,15668379; 15669778; 15668688; 7704153; 15669777; 15669789; 15669785,Other Vegetables; Other Dals; Root Vegetables; Mosquito Repellent; Urad Dal; Boiled Rice; Boiled Rice,15668688; 15668460; 15668379; 15668381; 15668378; 15668467; 15669878; 15668478; 15668465; 15668685,Root Vegetables; Gourd & Cucumber; Other Vegetables; Other Vegetables; Other Vegetables; Beans; Toor Dal; Banana; Root Vegetables; Beans,"15668688 (Root Vegetables) - Conf: 0.3496, Lift: 1.8820, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.3446, Lift: 1.8670, Factor: 1; 15668379 (Other Vegetables) - Conf: 0.3415, Lift: 1.8499, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.2985, Lift: 1.4617, Factor: 1; 15668378 (Other Vegetables) - Conf: 0.2837, Lift: 2.0794, Factor: 1; 15668467 (Beans) - Conf: 0.2769, Lift: 2.0591, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2630, Lift: 1.5338, Factor: 1; 15668478 (Banana) - Conf: 0.2619, Lift: 1.8369, Factor: 1; 15668465 (Root Vegetables) - Conf: 0.2573, Lift: 1.9869, Factor: 1; 15668685 (Beans) - Conf: 0.1528, Lift: 1.9633, Factor: 1"
7605272,7569806; 7753738; 15669859; 7569802; 15669780; 15669863; 15669763; 7569805; 7587656; 15669881; 7610713; 7569799; 92387970,Namkeen; Health Drinks; Toor Dal; Namkeen; Sugar; Moong Dal; Other Dals; Namkeen; Organic Rice & Rice Products; Sooji & Rava; Corn Snacks; Namkeen; Namkeen,15668460; 15668465,Gourd & Cucumber; Root Vegetables,"15668460 (Gourd & Cucumber) - Conf: 0.2443, Lift: 1.3233, Factor: 1; 15668465 (Root Vegetables) - Conf: 0.1712, Lift: 1.3221, Factor: 1"
7607068,15669857; 15669887; 15669817; 15669965; 7630967; 15669778,Raw Peanuts; Maida; Whole Spices; Raisins; Regular Pasta; Other Dals,,,
7608368,15669781; 15669869; 34986328; 15669761; 15669818; 15668468; 15668378; 7580818; 15668462,Rice Flour; Moong Dal; Toor Dal; Whole Spices; Whole Spices; Beans; Other Vegetables; Sunflower Oils; Gourd & Cucumber,15668381; 15669869; 15669821; 15668379; 15668467; 15668688; 15668468; 15668458; 15668478; 15669860,Other Vegetables; Moong Dal; Whole Spices; Other Vegetables; Beans; Root Vegetables; Beans; Brinjals; Banana; Moong Dal,"15668381 (Other Vegetables) - Conf: 0.4010, Lift: 1.9633, Factor: 1; 15669869 (Moong Dal) - Conf: 0.3287, Lift: 2.5928, Factor: 1; 15669821 (Whole Spices) - Conf: 0.3065, Lift: 3.3414, Factor: 1; 15668379 (Other Vegetables) - Conf: 0.2946, Lift: 1.5960, Factor: 1; 15668467 (Beans) - Conf: 0.2797, Lift: 2.0794, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.2756, Lift: 1.4836, Factor: 1; 15668468 (Beans) - Conf: 0.2338, Lift: 1.8499, Factor: 1; 15668458 (Brinjals) - Conf: 0.1921, Lift: 2.4674, Factor: 1; 15668478 (Banana) - Conf: 0.1887, Lift: 1.3233, Factor: 1; 15669860 (Moong Dal) - Conf: 0.1865, Lift: 1.7348, Factor: 1"
7611197,7587651; 7587677; 7633833; 7587673; 7587656; 7587495; 7587688,Organic Rice & Rice Products; Organic Dals & Pulses; Tomato Ketchup; Organic Dals & Pulses; Organic Rice & Rice Products; Organic Dals & Pulses; Organic Masalas & Spices,,,
7617765,34986112; 15669823; 15669863; 7629391; 34986123; 92436884; 15669821,"Whole Spices; Whole Spices; Moong Dal; Glucose, Marie & Milk Biscuits; Whole Spices; Glucose, Marie & Milk Biscuits; Whole Spices",15668460; 15668465,Gourd & Cucumber; Root Vegetables,"15668460 (Gourd & Cucumber) - Conf: 0.2561, Lift: 1.3874, Factor: 1; 15668465 (Root Vegetables) - Conf: 0.1712, Lift: 1.3221, Factor: 1"
